"PUBLICATION_ID","SCHEMA_TYPE","TITLE","NOTES","TOPIC","TAGS","INTERNAL_CONTACT_NAME","INTERNAL_CONTACT_EMAIL","ORGANIZATION_TITLE","CUSTODIAN","HOMEPAGE_URL","LICENSE_ID","PUBLICATION_REQUIRED_UNDER_ATIPP_ACT","PUBLICATION_TYPE_UNDER_ATIPP_ACT","METADATA_CREATED","METADATA_MODIFIED","DKAN_URI","DKAN_NODE_ID"
42216,"information","Geology of the Mayo Map Area, Yukon Territory (NTS 105M)","Late Proterozoic to Triassic, moderately to highly strained sedimentary rocks are exposed in two overlapping thrust sheets in the Mayo map area. The more southerly Robert Service Thrust sheet contains Hyland Group (Late Proterozoic to Cambrian) sandstone and grit with rare limestone and minor maroon argillite, overlain by a Cambrian to Middle Devonian succession of dark coloured siltstone, limestone and chert in the southern quarter of the map area. These strata, a component of the regional Selwyn Basin, are unconformably overlain by Upper Devonian Earn Group argillite, chert and chert pebble conglomerate. The latter succession contains widespread indications of stratiform Pb-Zn-barite mineralization. 
To the north the Tombstone Thrust sheet consists of highly strained Earn Group (formerly ¿Lower Schist¿) carbonaceous phyllite, felsic meta-tuff and metaclastic rocks, succeeded by Carboniferous Keno Hill quartzite, that is thickened by internal recumbent folds or thrusts in the north central part of the map area. These units host the Ag-Pb-Zn veins of the Elsa-Keno Hill camp, and contemporaneous meta-tuff that contains a volcanogenic massive sulphide deposit immediately northeast of the map area.
Jurassic (?) and Cretaceous contraction produced regionally developed penetrative fabrics and folds of various scales as well as thrust faulting. A domain of intensely developed foliation and lineation underlies the northern half of the map area, imparted during two or more phases of movement on the Tombstone Thrust.
Granitic intrusions of the 91-94 Ma Tombstone Suite crosscut regional structure. The McArther batholith parallels the Tintina Trench and is associated with copper skarns. Other stocks throughout the map area are notable for vein-tungsten and tin, and were the probable heat source for epi- and meso-thermal veins of the Elsa-Keno Hill mining camp. In neighbouring regions, Tombstone intrusions are the focus of exploration for disseminated vein-gold similar to deposits north of Fairbanks, Alaska and east of Dawson, Yukon.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42217,"information","Geology of Keno Hill Map Area (105M/14)","This map is based on 1991 mapping and compilation of previous Geological Survey of Canada mapping, namely McTaggart (1960), Kindle (1962), and Boyle (1965). The geology of the Keno Hill district is discussed more fully in Roots and Murphy (1992).
Keno Hill map area is underlain primarily by highly deformed rocks of four map units, the Upper Proterozoic to Lower Cambiran Hyland Group, the Devono-Mississippian Earn Group, the Mississippian Keno Hill quartzite, and Triassic diorite.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42219,"information","Tectonic assemblage map of Yukon-Tanana and related terranes in Yukon and northern British Columbia (1:1 000 000 scale)","The Yukon-Tanana Terrane (YTT) is a terrane of pericratonic affinity which occupies an intermediate position between continental margin rocks of Ancestral North America (Cassiar Terrane, Selwyn Basin) to the east and arc and oceanic terranes accreted in Mesozoic time to the west (Quesnellia, Stikinia and Cache Creek). It consists of polydeformed and metamorphosed Paleozoic metasedimentary and meta-igneous rocks which have isotopic and provenance ties to Archean and Proterozoic cratonic source regions, comparable to those of sedimentary strata from northwestern Canada, but whose paleogeographic evolution with respect to the Laurentian craton is enigmatic. The YTT is host to significant base metal occurrences, including the Wolverine and Kudz Ze Kayah deposits in the Finlayson Lake district, in the part of the terrane which lies northeast of Tintina Fault.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42220,"information","The Whitehorse Copper Belt, Yukon","","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42221,"information","Mineral Assessment of the Tombstone Study Area, Yukon","A mineral assessment of the Tombstone study area was undertaken by the Department of Economic Development in the summer of 1998 at the request of the Department of Renewable Resources. The purpose of the mineral assessment was to produce a mineral potential map, which was to be used to assist with the finalization of the boundaries of the Tombstone Territorial Park.
Following an initial compilation, a field program was designed to document known mineral occurrences, test and improve the existing regional mapping, investigate geochemical anomalies, characterize favourable environments for mineralization, sample for lithogeochemistry, and prospect for mineralization. A field program resulted in the discovery of several new mineral occurrences, as well as the discovery of previously unmapped geological formations. Fieldwork was followed by a compilation phase that integrated the new information to the existing geoscientific data. The geology of the study area was subdivided into thirteen geological tracts. A panel of five industry and government experts, familiar with the geology, mineral occurrences and mineral deposit types to be found in the area, was convened in June 1999. Based on the final compilation and their expertise, they produced a relative ranking of all the tracts according to their potential to host mineral deposits, from highest potential to lowest.

The highest-ranking tracts are those that include, or are near the Cretaceous intrusions (Tombstone, Mount Brenner and smaller intrusions) and have strong potential for intrusion-hosted (Fort Knox-type, porphyry uranium, skarn) and intrusion-related (skarns, veins, replacement) mineralization. Other tracts demonstrate potential for Wernecke Breccia, shale-hosted nickel sulphide, ultramafic-hosted nickel and listwaenite, Carlin-type, Mississippi Valley-type or replacement lead-zinc, as well as volcanogenic mineralization.

A final boundary was adopted in December 2000; it includes land outside of the original study area. This final boundary therefore includes areas that were not assessed in this study. All our wildlife sightings were documented and were included in the subsequent wildlife survey.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42222,"information","Sedimentology of Placer Gravels Near Mt. Nansen, Central Yukon Territory  (115 I)","Unconsolidated sediments in the Mount Nansen area can be subdivided into eight clastic facies: 1)clay-rich diamicton; 2) massive/stratified silt/clay; 3) massive/disorganized pebbly sand/sand; 4) stratified pebbly sand/sand; 5) disorganized muddy gravel; 6) massive/stratified sandy gravel; 7) disorganized gravel; and 8) massive to crudely stratified gravel. Diamicton is interpreted as glacial till; other facies are fluvial/glaciofluvial in origin. 
Sediments have a number of geomorphic setting, including: 1) Holocene colluvium, alluvial fans and stream deposits; 2)Reid periglacial alluvial fans; and 3) pre-Reid glacial and glaciofluvial deposits.
Previous workers suggested that significant placer gold concentrations occur only in alluvium that lies either upon bedrock or glacial till. New data from this study suggest that significant amounts of placer gold also occur in the diamicton, primarily at the diamicton/bedrock contact. Gold concentration in the diamicton is likely due to glacial erosion and incorporation of a supergene- enriched bedrock mantle and pre-existing auriferous alluvium.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42223,"information","Shape and Composition of Lode and Placer Gold from the Klondike District, Yukon, Canada  (115O Parts of 116 B)","We have determined the major and trace element composition of approximately 2700 gold particles from 21 gold-bearing mesothermal quartz veins and 35 placer gold samples from the Klondike District in western Yukon Territory. Measured Au, Ag, Cu, and Hg contents were used to define a characteristic geochemical signature for each of the vein samples. These signatures were then compared with the various compositional populations that we have distinguished within each of the placer samples. Preliminary conclusions derived from the study include: 1) placer gold in both recent stream deposits and in the Plio-Pleistocene White Channel Gravels is detrital in origin; 2) the placer gold is mainly, if not entirely, derived from mesothermal quartz veins; 3) all lode sources for the placer gold have not yet been located; and 4) composition data can be used to link placer gold to its specific lode source.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42224,"information","Paleomagnetism of the ~91 Ma Deadman pluton: Post-mid-Cretaceous tectonic motion in central Yukon","The 92 ± 1 Ma Deadman pluton is a massive, circular, felsic intrusion of alkalic composition that is part of the Tombstone plutonic suite. It intrudes Neoproterozoic Hyland Group strata within the Dawson thrust sheet in the northernmost Selwyn Basin. Paleomagnetic determinations have isolated a stable characteristic remanent magnetization (ChRM) direction, in magnetite, for 237 specimens from 23 sites. The sites are in three plutonic phases, in three dykes cutting the pluton as well as their contact zones, and in the pluton¿s contact-zone skarn. The ChRM at all sites is coeval with pluton crystallization. The ChRM directions of all sites form one population with a mean direction of declination = 333.0°, inclination = 76.8° (95 = 2.6°, k = 139, N = 23), giving a paleopole of 144.9°E, 78.5°N (p = 4.5°, m = 4.8°) that is significantly different, at 95% confidence, from the coeval North American cratonic paleopole. This discordance is attributed to post-emplacement, northward displacement of at least several tens of kilometres of the Dawson thrust sheet, possibly along the Dawson thrust fault. The result is the beheading of the Deadman pluton and rotating its head as it was driven up the curved frontal ramp of the thrust fault. This evidence indicates at least local, but significant, post-mid- Cretaceous deformation within rocks underlying northern Selwyn Basin.","Science and technology","Yukon Geological Survey,Selwyn Basin,Tombstone Plutonic Suite","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42225,"information","Geology of the Upper Hart River Area, Eastern Ogilvie Mountains, Yukon Territory (116A/10, 116A/11)","In the eastern Ogilvie Mountains, geological mapping (1:50,000) was undertaken on map sheets 116A/10 and 11, which straddle the boundary between the Foreland and Omineca belts of the Cordilleran Orogen. The area is underlain by a diverse assemblage of epicontinental and miogeoclinal sediementary, and subordinate volcanic and intrusive rocks, ranging in age from Early Proterozoic to Triassic. These rocks represent most of the geological history of the northern Cordilleran miogeocline and its supracrustal basement.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42226,"information","Proposed Tombstone Area Park: A Preliminary Review of Mineral Potential  (116B)","Although the first claims in the Tombstone area were staked in 1901, most exploration to date has focused on high grade veins, skarns and uranium deposits, and pre-dates the search for bulk tonnage gold or shale-hosted nickel. Early reconnaissance geochemical programs by mining companies analysed a very limited range of elements, and assessment work on file covers only a small part (3.6%) of the study area. Recent GSC stream sediment geochemistry shows that compared to the rest of the Dawson map sheet area, the Tombstone area contains highly anomalous gold, copper, molybdenum, tungsten, uranium, copper and rare earth values clustered around the Tombstone Suite intrusions, and anomalous nickel, copper, cobalt, chromium, zinc, iron and rare earth elements associated with a belt of Earn Group shale north of the proposed park.
Known mineral deposits in the area include the Marn deposit (Minfile 116B 147), a small, high-grade gold skarn, and the Tombstone deposit (Minfile 116B 151), a very large, low-grade uranium resource with no published reserves. The entire tinguaite phase of the Tombstone Stock averages 78 pp, U (Olade and Goodfellow, 1978), with a number of high grade zones containing up to 2% U3O8. High grade silver veins on the south side of Tombstone Mountain were mined briefly in 1920 (Spotted Fawn, Minfile 116B057) but smelter results were not available.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42227,"information","Geochronological and lithogeochemical studies of intrusive rocks in the Nahanni region, southwestern Northwest Territories and southeastern Yukon","Magmatism in the Nahanni region, which defines the eastern extent of the Tintina Gold Province, is generally associated with tungsten mineralization and/or gold-copper-antimony-bismuth-lead-zinc metal occurrences. Intrusions are subalkaline, granitic to granodioritic, and contain several types of textural variations and highly evolved phases. The intrusions range from large composite batholiths to small stocks with associated felsic dykes and veins. Initial U-Pb and Ar-Ar geochronology reveals ages of 97.5-95 Ma with short (0.5-1.5 m.y.) cooling periods, although the intrusion associated with the Cantung tungsten-skarn orebody cooled over a relatively long period (3 m.y.). Magmatism in the area has been interpreted as crustally derived, however, the rare earth element primitive-mantlenormalized profile revealed negative niobium, tantalum and titanium anomalies suggesting an arctype setting. Furthermore, the granites lack volumetrically significant, primary peraluminous mineralogies characteristic of S-type granites.","Science and technology","Yukon Geological Survey,magmatism","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42228,"information","Geology of the McQuesten River Region, Northern McQuesten and Mayo Map Areas, Yukon Territory (115P/14, 15, 16; 105M/13, 14)","The McQuesten River region in the northern part of the McQuesten and Mayo map areas (scale 1:250 000) is underlain by Upper Proterozoic to Mississippian rocks that were deposited in an offshelf setting during the formation of the northern Cordilleran continental margin, deformed during the Mesozoic, and intruded by pre and post-kinematic intrusions. The Selwyn Basin phase of evolution of the continental margin is represented by rock units that correlate with units defined in the eastern part of Selwyn Basin. Dark clastic and rare felsic metavolcanic rocks of the Deconian-Mississippian Earn Group unconformably overlie rocks of the Selwyn Basin phase and are overlain conformably by the Mississippian Keno Hill quartzite. Dark, fine-grained metaclastic rocks of unknown age locally overlie Keno Hill quartzite.
Four episodes of plutonism can be distinguished in the area, the earliest probably Early Paleozoic in age, another mid-Triassic in age, and two phases of Cretaceous granitic magmatism. Early Paleozoic bodies are typically metre-scale, fine-grained diabasic dikes and sills intruding rocks of the Hyland Group. Mid-Triassic diorite to gabbro occurs in discontinuous pods of various sizes, primarily in the Tombstone Thrust sheet where they intrude Devonian and Mississippian rocks. The most voluminous and widespread granitic rocks are the early Late Cretaceous Tombstone intrusions (92 ± 2 Ma). Typical Tombstone intrusions are weakly porphyritic, medium-grained hornblende-biotite granite to granodiorite, but they range from syenite to granodiorite and are locally peraluminous. The latest episode of granitic magmatism, the 65 ± 3 Ma McQuesten intrustions, is not yet fully delineated but includes five stocks of peroluminous potassium feldspar megocrystic granite.
Paleozoic and Mesozoic structures occur in the region. The Sprague Creek Fault, a pre-Late Cambrian normal fault, is inferred from stratigraphic relationships. A possibly Jurassic phase of shortening is represented by west-northwest-trending, south-vergent folds that pre-date Jura-Cretaceous structures. The most pervasive and important phase of deformation is Jura-Cretaceous in age and kinematically complex. The Robert Service and Tombstone thrusts and Tombstone Strain Zone formed between the Late Jurassic and early Late Cretaceous during northward and northwestward displacement of more southerly hanging wall rocks.
The McQuesten River region has numerous mineral occurrences, a long history of mining and mineral exploration and good potential for further discoveries.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42229,"information","Stratigraphy summary for southeast Yukon (NTS 95D/8 and 95C/5)","Sedimentary strata located within NTS map sheets 95C/5 and 95D/8, southeast Yukon, have a combined thickness ranging between 5000 and 15000 m and depositional ages ranging from Proterozoic to Paleocene. They can be grouped into eight successions with formations within each succession indicating either similar depositional  environments or a horizontal or vertical lithological facies zonation. Early to middle Paleozoic successions are best exposed; Proterozoic, Late Paleozoic, Mesozoic and Cenozoic successions are only locally exposed. Many of the successions are bounded by unconformities; some also contain internal depositional hiatuses. The deposition and preservation of the successions reflect the regional tectonic framework of the Canadian Cordillera from Neoproterozoic to present.","Science and technology","Yukon Geological Survey,stratigraphy","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42230,"information","Uranium-lead ID-TI MS and LA-ICP-MS ages for the Cassiar and Seagull batholiths, Wolf Lake map area, southern Yukon.","The Cassiar and Seagull batholiths are mainly post-tectonic felsic intrusions emplaced into the North American miogeocline and Yukon-Tanana Terrane, respectively, near the British Columbia-Yukon boundary. The two bodies range in composition from granodiorite and quartz monzonite to granite. Previous studies reported K-Ar and Rb-Sr dates of ~100 Ma for Seagull batholith and about 110 Ma for Cassiar batholith. Two samples of massive quartz monzonite from the interior of the Cassiar batholith, and a strongly foliated and lineated augen gneiss within a ductile shear zone near the western margin of the batholith, yield overlapping U-Pb monazite and/or zircon ages of 112.3 ± 2.0 Ma, 113.2 ± 2.2 Ma, and 110.2 ± 1.0 Ma respectively, by ID-TIMS methods. Samples of aplitic biotite granite and megacrystic biotite granite from the Seagull batholith give distinctly younger U-Pb zircon ages of 99.3 ± 2.2 Ma and 95.7 ± 2.1 Ma, respectively, using LA-ICP-MS methods.","Science and technology","Yukon Geological Survey,geochronology","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42231,"information","YukonAge 2004 - A database of isotopic age determinations for rock units in Yukon Territory","YukonAge 2004 is an MS-Access based database containing all reported non-proprietary isotopic age determinations for bedrock units within the Yukon Territory. This is the 3rd in a series of YukonAge compilations. It contains 1566 age determinations from 1166 rock samples, summarizing 185 published articles, theses or unpublished reports. The data is fully relational, and may be queried by the user on the basis absolute age (in Ma), location (NTS mapsheet, terrane polygon, or decimal lat-long, as specified by the user) or source (e.g. author, journal title, etc.). The product is not stand-alone; the end user must install Microsoft Access, version 2000 or XP (2002). 
The database consists of 3 linked tables: 1) a rock table, which contains one record for each sample dated; 2) an age table, containing one record for each age determination reported; and 3) a sources table, containing one record for each report containing ages. 
Each entry includes the following information
    1.  Internal database reference number(s);
    2.  Age and error (in Ma); interpretation (meaning) of age;
    3.  Material dated, isotopic system used, and laboratory in which the sample was dated;
    5.  The rock type and geological unit (where this is known);
    6.  Reliability rating and comments; 
    7.  Reference(s); and
    8.  Sample location (NTS map area, latitude/longitude, UTM zone/easting/northing).","Science and technology","Yukon Geological Survey,geochronology","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42232,"information","Yukon Regional Geochemical Database - Stream sediment analyses","These data are included in the 2020 release of the Regional Geochemical Surveys (RGS) compilation.

To download the data please go to http://data.geology.gov.yk.ca/Compilation/21#InfoTab.","Science and technology","Yukon Geological Survey,RGS","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42233,"information","Compositional studies of placer and lode gold from western Yukon: implications for lode sources","On-going compositional studies of gold from placer and lode deposits and occurrences in western Yukon provide new insights into their nature and origin. Two main compositional populations are present in placer and lode deposits in the Klondike District. The dominant population has high fineness and low mercury content, and appears to be mainly derived from lode sources in the Lone Star, King Solomon Dome and lower Gold Run Creek areas. A second population of low fineness, high-mercury-content gold is derived from lode sources on the left limit of Eldorado Creek and in the headwaters of Bear and Last Chance creeks. Placer gold in the Sixtymile District was not derived from epithermal vein occurrences like those in the Sixtymile River valley but rather has compositions more similar to Klondike-type metamorphogenic veins. Placer gold in Scroggie Creek in southern Stewart River map area appears to be derived from intrusion-related vein occurrences.","Science and technology","Yukon Geological Survey,Klondike District,Sixty Mile River,Stewart River","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42235,"information","Geology of the Quartet Mountain lamprophyre suite, Wernecke Mountains, Yukon","The Early Cambrian Quartet Mountain lamprophyres are volatile-rich ultramafic alkaline dikes that crosscut the Wernecke and Mackenzie mountains supergroups in the Wernecke Mountains of northern Yukon. Their emplacement may have been triggered by Early Paleozoic extension of the Cordilleran miogeocline. Numerous small-volume alkalic igneous rocks that range in age from Cambrian to Devonian occur elsewhere in the miogeocline and may reflect a similar tectonic setting.
The Quartet Mountain lamprophyres contain phenocrysts of phlogopite ± diopside ± olivine within a dark-grey aphanitic groundmass and were likely generated by low-percentage melting of mantle at depths >90 km. One of the lamprophyres contains abundant pseudomorphed olivine xenocrysts and xenoliths of inferred crustal and mantle affinities. Although this dike resembles kimberlite because of its abundance of mantle xenoliths and xenocrysts and its ultramafic composition, it differs from kimberlite in its abundance of phlogopite phenocrysts. It is best described as an ultramafic lamprophyre with kimberlitic affinity. The lamprophyres have modest potential to host diamonds.","Science and technology","Yukon Geological Survey,Geological Mapping","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:27","2023-12-12 10:12:34","",""
42237,"information","Arsenic in Plants Important to Two Yukon First nations: Impacts of Gold Mining and Reclamation Practices","This project examines arsenic in plants growing enar closed or reclaimed gold mines located in the traditional territories of two Yukon First Nations. A total of 238 soil and plant amples (comprising 9 different species) were collected from Mt. Nansen, Arctic Gold and Silver, and Venus Mine tailing properties. At each property, samples were collected near the suspected point source of contamination, approximately 1-3 km away, and from background sites. Species were chosen for their ethnobotanical significance to the Little Salmon/Carmacks and the Carcross/Tagish First nations, based on interviews with Elders and other knowledgeable people. Total and inorganic arsenic concentrations were determined using ICP-MS and AAS instrumentation, and organic arsenic concentrations were calculated from the difference. 
Uptake of arsenic by plants was low compared to soil arsenic concentrations. In both plants and soil, the arsenic form was predominantly inorganic. Concentrations in berries at all three sites were low or undetectable, and are therefore considered safe to eat under Health Canada tolerable daily intake guidelines for inorganic arsenic.
At Mt. Nansen, the lichen ""caribou moss"" (Cetrarial/Cladina spp.), Bolete mushrooms (Leccinum spp.), and the medicinal shrubs willow (Saliz spp.) and Labrador tea (Ledum groenlandicum/L.decumbens spp.) had high mean arsenic concentrations around point sources or at sites up to 1.5 km away. These localized high concentrations will not likely affect foraging animals, given their constant movement. However, Carmacks residents could avoid gathering all species with elevated arsenic around the Mt. Nansen mining property until reclamation is complete.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
42238,"information","Digital compilation of bedrock geology and till geochemistry of Glenlyon (105L) and eastern Carmacks (115I) map areas, Yukon Territory","Contains digital data files that were assembled or created from the 2002 Glenlyon component of the Targeted Geoscience Initiative (TGI) project. All data are provided in formats easily explored using widely available free softwares.
Features include
	GIS spatial data of bedrock and surficial geology, generalized background topography and georeferenced geophysical and satellite raster images.
	Interactive map projects to allow viewing and querying of the spatial data using a variety of common GIS software (ArcExplorer 2.0, ArcView 3.x, ArcMap 8.x, and MapInfo)
	Databases of field observations (bedrock and surficial geology)
	Publications relevant to the study area, including open file maps, and a collection of reports from the Yukon Exploration and Geology (YEG) series
	A photo gallery to illustrate representative rock units and surficial geology features
	Free softwares (Adobe Acrobat Reader 5 and ESRI ArcExplorer 2) for viewing publications and interactive maps.
","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
42239,"information","GeoFIELD v.2.2 - Data management and map production for the field geologist","GeoFIELD is a data management system that is designed to facilitate practical data entry and the production of geologic maps while in the field. GeoFIELD writes data to a Microsoft Access 2000 database and allows digitizing and plotting of station locations and structural data in an AutoCAD Map 2000 drawing using a Visual Basic for Applications interface. GeoFIELD provides a user-friendly interface within a familiar Windows environment. Its extensive picklists are easily customizable and ensure consistency and quality control during data entry. The widespread availability and easy customization features of Microsoft Access make GeoFIELD a flexible application that can be adapted to varying needs. In addition, Microsoft Access provides the ability to easily build complex database queries and generate reports. GeoFIELD can also  be used successfully with a handheld device as well as with common GIS applications such as ArcGIS 8.x.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
42240,"information","Yukon Digital Geology (version 2)","Yukon Digital Geology presents a variety of geoscience data sets in digital format on the geology of Yukon. Included are syntheses of bedrock geology and glacial limits, compilations of geochronology, paleontology, mineral occurrences, oil and gas wells, and a compendium of aeromagnetic images. A subset of a public domain topographic data set (Digital Chart of the World, by ESRI, Inc.) is included for georeference purposes.

For ease of use, data sets are divided geographically into 45 map tiles corresponding to the National Topographic System (NTS) 1:250,000 quadrangles. Data sets spanning the entire Yukon are also included.

Each theme for all of the 45 map tiles is presented in two projections; an Albers Equal Area projection and UTM coordinate system. Vector data files are also presented in several different file formats (ArcInfo coverages; Interchange (*.e00), dBase (*.dbf), shapefiles (*.shp), and image data files are presented in band interleaved by line (*.bil), and tagged image file format (*.tif).
","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
42241,"information","Till geochemistry of the Finlayson Lake (105G), Glenlyon (105L) and east Carmacks (115I) map areas, Yukon Territory","This open file contains a compilation of the till geochemistry data for two regions of southern Yukon: 1) Finlayson Lake (105G) and, 2) Glenlyon (105L) and east Carmacks (115I) map areas. Till sampling was conducted during the 2001 and 2002 field seasons as part of the Yukon Targeted Geoscience Initiative (TGI), a joint program involving the Yukon Geological Survey and Geological Survey of Canada. Geochemical analyses have been conducted on the clay- (<0.002 mm) and silt and clay (<0.063 mm, -230 mesh) sized fractions by inductively coupled plasma mass spectrometry (ICP-MS) following an hydrochloric-nitric acids, and demineralized water digestion (HCl:HNO3:H20). Given the occurrence of emerald (a gem variety of beryl) at Regald Ridge in the Finlayson Lake map area, beryllium analyses were conducted on the silt and clay-sized fraction by ICP-MS following a lithium metaborate (LiBO2) fusion.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
42242,"information","Flying in sheep country: How to minimize disturbance from aircraft","Concern about aircraft disturbance of Dall sheep and other wildlife continues to grow in the Yukon. Aircraft-based tourism, both sightseeing and outdoor adventures in remote areas, has steadily increased in recent years. Mineral exploration often occurs in remote mountainous regions that can only be accessed by aircraft. These areas , or the access to them, are often in sheep range.
The Yukon Department of Environment has funded several research projects looking at how aircraft disturbance can affect Dall sheep. We found that fixed-wing aircraft cause less disturbance than helicopters, but landing requirements often don't allow their use. Both the Branch and the researchers realize that the fieldwork was limited, but feel that we learned ways to minimize the effects of aircraft on Dall sheep.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:28","2023-12-12 10:12:34","",""
