schema_type,title,notes,organization_title,language,license_id,privacy_impact_assessment_number,date_of_approval,metadata_created,metadata_modified,dkan_uri,dkan_node_id
pia-summaries,"Worker's Safety and Compensation Board Yukon (WSCB) data in People, Metrics, Analytics and Projects (PMAP)","The People, Metrics, Analytics and Projects (PMAP) Branch within the Public Service Commission (PSC) is responsible for providing information to senior leaders and decision makers to enable evidence and data-based decisions. The branch will use Worker's Safety and Compensation Board (WSCB) data and transform it into illustrative and dynamic models. These models will assist senior management with evidence-based decision making.

The benefit of evidence-based data is that strategic planning and resources can be targeted to address specific workplace and business issues. For example, the analysis of accidents versus lack of training uptake by staff may justify mandatory training. Without metrics, resources may be randomly applied to initiatives that may not address gaps. Evidence-based data therefore facilitates efficient use of resources towards impactful business and workplace solutions.",Public Service Commission,,OGL-Yukon-2.0,PSC-PIA-2023-01,2023-02-21,2023-03-03 10:33:10,2023-03-03 10:33:10,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/workers-safety-and-compensation-board-yukon,57214
pia-summaries,YG Online Marketplace - Vroozi Update,"The purpose of this PIA is to update the change in access for the Suppliers using Vroozi. Suppliers will not be using MyYukon, Auth0 or CitizenOne  to create their Vroozi account.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-02,2023-07-18,2023-08-09 10:53:18,2023-12-12 11:40:05,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yg-online-marketplace-vroozi-update,57663
pia-summaries,COVID-19- Stimulus Programs,"COVID-19 Stimulus Programs are designed to assist businesses and Non-Government Organizations
(NGOs) meet their labour shortage and financial obligations during this time of reduced income and self isolation due to the COVID-19 pandemic.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-01,2023-03-20,2023-09-07 14:40:09,2023-09-07 14:40:09,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/covid-19-stimulus-programs,57704
pia-summaries,Economic Development Fund,"The Economic Development Fund (EDF) started April 1, 2021 and amalgamated three funds (the Strategic Industries Development Fund (SIDF), the Regional Development Fund (REDF) and the Enterprise Trade Fund (ETF) into one fund. The aim of the new fund is to help maximize the impact of funding investments and support innovation, job creation and private sector growth. The amalgamation of the three funds is accompanied with some additional features, including an expansion of the list of eligible activities, such as capital expenditures, multiple intake dates for applications, and funding for up to 75% of total project costs and up to 50% of capital expenses. The aim of this funding program is to provide financial support to economic development actors in Yukon for projects that grow and diversify Yukon’s economy.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-05,2023-04-11,2023-09-07 14:45:33,2024-04-30 15:10:01,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/economic-development-fund,57705
pia-summaries,Media Development – Performing Musicians Fund,"The Yukon Government (“YG”) has developed the Performing Musicians Fund (“PMF”) managed by the Media Development (“MD”) team, for:
•	activities that help musicians refine their skills, including preproduction activities and workshops;
•	professional sound recording activities intended for commercial release, applying to showcases and auditions; and 
•	marketing activities for newly-released music.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-06,2023-06-05,2023-09-07 15:48:05,2024-04-30 15:09:46,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/media-development-–-performing-musicians-fund,57706
pia-summaries,Vaccine Verification Rebate,"The Vaccine Verification Rebate (VVR) program was introduced in response to the Vaccine Verification rules brought into effect November 13, 2021. The program aims to help businesses and societies offset the purchase costs of scanners or equivalent technology required for them to comply with the new vaccine verification rules, using the YG approved application. The program is available to all Yukon businesses and Non-Governmental Organizations (NGOs) that are required to verify vaccine status under the Civil Emergency Measures Act (CEMA). Governments and their corporations are not eligible. The program provides a rebate for eligible equipment purchases made between November 8, 2021 and December 20, 2021. Businesses or societies whose applications are approved receive a 50% rebate of eligible expenses to a maximum rebate of $500.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-03,2023-03-20,2023-09-07 15:55:03,2024-04-30 15:10:31,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/vaccine-verification-rebate,57707
pia-summaries,YG Immigration - Yukon Nominee Program,"The Yukon Nominee Program (YNP) is an economic immigration program designed to fill labour market shortages unfilled by the local labour market by nominating qualified workers for permanent residence (PR) in Canada. The Government of Yukon administers the program in partnership with Immigration, Refugees, and Citizenship Canada (IRCC) under the Agreement for Canada-Yukon Co-operation on Immigration. The Government of Canada allocates a limited number of nominations each year to Yukon.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-02,2023-02-14,2023-09-07 15:59:18,2024-04-30 15:11:09,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yg-immigration-yukon-nominee-program,57708
pia-summaries,Media Development - Film Fund,"The Yukon Government (""VG"") has developed four media funding programs managed by the Media Development (""MD"") team, which aims at:
• Maintaining and ultimately increasing the level of total independent media production
and expenditure in the Yukon;
• Maximizing Yukon employment opportunities for Yukoners resulting from media
production in the Yukon; and
• Encouraging sustainable growth in the Yukon media production sector, resulting in a
stronger infrastructure of skills and services.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2023-04,2023-03-17,2023-09-07 16:02:44,2024-04-30 15:10:50,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/media-development-film-fund,57709
pia-summaries,Drones Permitting Application,"There has been an increase in the filming and photography professions to promote the Yukon’s wildlife and nature. Many professionals in these industries use drones in addition to other film and still-photo capturing devices, however, the Wildlife Act and its Regulations prohibits anyone from using drones to hunt wildlife. As a result, a new program is required to ensure that the filming and photography professionals are able to use drones in their industry and for the department to continue to administer the legislative requirements of the Wildlife Act and Regulations. This new initiative will introduce a new permitting application for the use of drones while capturing video footage and images of hunting wildlife. This new initiative is available for wildlife photography businesses to film or photograph the hunting of Yukon wildlife. The permit is free of charge.",Environment,,OGL-Yukon-2.0,ENV-PIA-2023-02,2023-05-30,2023-09-11 14:32:33,2023-09-11 14:32:33,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/drones-permitting-application,57716
pia-summaries,Our Clean Future Website,"A website is being developed for reporting communications and awareness building on the subject of Our Clean Future (OCF), a Yukon strategy for climate change, energy and a green economy. The website will be hosted on a non-Yukon.ca platform in order to support efficiency, automated entry of information and reporting efforts regarding actions and decisions implemented to create a green economy. The website will support principles related to accountability and transparency between the Department of Environment (ENV) and Yukon public members.",Environment,,OGL-Yukon-2.0,ENV-PIA-2023-03,2023-04-12,2023-09-11 14:40:50,2023-09-11 14:40:50,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/our-clean-future-website,57718
pia-summaries,Aviation Public Website,"Transportation Aviation Branch is developing a website to provide public information relating to the flight activity, passenger information and information for aviation business and other stakeholders. This is like other airport websites worldwide.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-03,2023-07-24,2023-09-11 15:17:42,2023-09-11 15:17:42,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/aviation-public-website,57720
pia-summaries,Signing Authority App (SAA),"The Yukon Government (YG) is implementing a new signing authority process to help modernize the processes. Since implementation in 2011, the current YG signing authorities service has been a manual process, making it inefficient.",Finance,,OGL-Yukon-2.0,FIN-PIA-2023-01,2023-06-14,2023-09-12 10:59:04,2023-09-12 10:59:04,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/signing-authority-app-saa,57724
pia-summaries,Angler Fishing Survey Using Trail Cameras,"Fish and Wildlife Branch (FWB) conducts angler surveys on multiple lakes and rivers throughout the Yukon during the open water season. Interviews are conducted by surveyors stationed at specified locations (i.e. boat launch) on randomly selected days throughout the summer and occasionally winter months. Summer angler surveys generally run from mid-May till beginning of September and winter surveys run from December till April. To supplement our current and future data, FWB is proposing using trail cameras in addition to in-person interviews. Angler surveys are designed to cover approximately 20-40% of total fishing days throughout a survey period. During analysis, the data is extrapolated to provide an estimate of total angler hours and fish caught/harvested. The data collected from the cameras will supplement our in-person data and better verify our current method of survey design/analysis. The initiative will take place on lakes/rivers that are suitable for capturing total anglers/boats launching during the survey hours (i.e. bottleneck access points and optimal field of view). The cameras will be programmed to take pictures of the access point to capture images of anglers launching boats or potentially fishing from shore.",Environment,,OGL-Yukon-2.0,ENV-PIA-2023-04,2023-05-29,2023-09-28 16:25:58,2023-09-28 16:25:58,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/angler-fishing-survey-using-trail-cameras,57740
pia-summaries,CANImmunize 2.0,"CANImmunize (CANI) is a Canadian solution that was partially funded by the Public Health Agency of Canada. It is designed specifically to assist organizations in efficiently running mass immunization clinics. It also helps eliminate the use of paper, reduce wait times between vaccinations, maintain electronic vaccination records and can provide Yukoners with digital proof of vaccinations.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-02,2023-02-20,2023-10-04 13:01:48,2023-10-04 13:01:48,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/canimmunize-20,57745
pia-summaries,Customized Backend System,The Government of Yukon (“YG”) Department of Health and Social Services (“HSS”) is looking to streamline the form submission process for individuals by utilizing an electronic Application Form (“Form”). This Form will collect personal health information (“PHI”) from individuals and will be used to register for services provided by HSS. The systems and other technical security and storage considerations are managed by the Department of Highways and Public Works (“HPW”) Information Communication Technology branch (“ICT”) under the authority of the Information Management Services Agreement. No information will leave the territory for processing or storage.,Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-03,2023-07-12,2023-10-04 13:14:50,2023-10-04 13:14:50,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/customized-backend-system,57746
pia-summaries,iMazing,"This initiative involves the on-premises implementation of the DigiDNA SARL’s iMazing software to enable HSS staff to securely export text message communications (i.e., SMS, MMS and iMessage chats) with their patients/clients and internal as well as external healthcare providers from their HSS-issued iPhone to a HSS-owned computer. The export includes:
• Message status: sent, delivered or read;
• Subject line of messages; and
• All attachments: photos, videos, audio, contacts, location, links within the message.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-04,2023-08-30,2023-10-04 13:24:47,2023-10-04 13:24:47,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/imazing,57747
pia-summaries,Engaging People with Lived Experience in HSS,"Through Putting People First, Health and Social Services has committed to meaningfully engage People with Lived Experience in the design, implementation, quality improvement and evaluation of health and social services programs. To support Yukoner’s participation in health system changes and improvement initiatives, the Experience and Engagement Team serves as the primary contact for People with Lived Experience and project staff seeking to engage. Our initiative includes building collaborative relationships with a diverse group of stakeholders to recruit, orient, support and mentor People with Lived Experience and Health and Social Services staff through engagement initiatives. Additionally, the Experience and Engagement Team aims to build a network of People with Lived Experience. This network would be comprised of People with Lived Experience who are interested in participating in more than one engagement initiative and who are interested in receiving regular updates and requests from the experience and engagement team.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-05,2023-06-28,2023-10-04 13:29:17,2023-10-04 13:29:17,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/engaging-people-lived-experience-hss,57748
pia-summaries,Rural End-of-Life Funding,"The Rural End of Life Funding Program (REOL) is a new program offered by the Department of Health and Social Services (HSS), Continuing Care (CC) Homecare branch. The REOL program will provide funding for homecare clients living in the Communities to hire additional support, beyond what is provided directly by CC Homecare. The REOL program aims to provide autonomy to clients by allowing them and/or their Substitute Decision Maker (SDM) to decide who will provide care, and when and where that care is provided. The REOL program seeks to increase the quality of care and provide options for those clients at end-of-life who wish to remain in their community, rather than travel to Whitehorse for palliative services.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-06,2023-08-31,2023-10-04 13:49:44,2023-10-04 13:49:44,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/rural-end-life-funding,57749
pia-summaries,Vitalware System,"This PIA is being conducted to update the PIA originally conducted on the Vitalware software in 2017. Vitalware is an electronic information management software used by the Government of Yukon (YG) Vital Statistics branch (“Vital Statistics”) to manage forms and information collected from the public for birth registrations, death registrations, marriage registrations, name changes, sex changes, and certificate ordering; the collection of information from medical professionals for birth registrations and death registrations; the collection of information from funeral homes for death registrations; and the disclosure of these birth registrations, death registrations, name changes and sex changes to various entities.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-07,2023-08-31,2023-10-04 13:56:32,2023-10-04 13:56:32,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/vitalware-system,57750
pia-summaries,Vital Statistics Regulations,"This PIA covers the changes to the information sharing regime to allow for YG to disclose Vital Statistics information to the CRA, Elections Canada, Statistics Canada, YG Departments, and other entities (as listed). This PIA will also discuss the change in collection of information via the Registration of Live Birth Form as updated in the amended Vital Statistics Regulations. This PIA will focus on the administrative changes, as the technical processes for these disclosures is discussed within the existing Vital Statistics System PIA (2017).",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-08,2023-05-05,2023-10-04 14:05:22,2023-10-04 14:05:22,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/vital-statistics-regulations,57751
pia-summaries,PlaceSpeak,"Public engagement is an important aspect of government projects and as such the Yukon government (YG) sought out a standard tool known as ""PlaceSpeak"", as a new community engagement solution. PlaceSpeak is a Canadian online, location-based citizen engagement platform used for the public engagement process that enables members of the public to share ideas, comments, and concerns on topics impacting them and their community. Citizens can be restricted however to only those within specific geographical boundaries on any single topic, allowing for engagement with directly affected citizens only. feedback data is authenticated to place and geospatially segmented and cane be used to support evidence based decision-making and public policy development.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-01,2023-02-01,2023-10-04 14:18:26,2023-10-04 14:18:26,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/placespeak,57752
pia-summaries,Industry Conference Registration,Highways and Public Works - Procurement Support Centre (HPW-PS Centre) requires an online event registration tool for the annual Yukon Industry Conference. The tool will allow government employees and business representatives to sign up for the event and collect the associated payment. A link to the online registration will be available on Yukon.ca where users will be redirected to an Upstream webpage for the processing of payment and registration purposes.,Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-04,2023-02-21,2023-10-04 15:21:39,2023-10-04 15:21:39,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/industry-conference-registration,57769
pia-summaries,Student Financial Assistance System (SFAS),"This initiative is to replace the existing Student Financial Assistance (SFA) platform to improve the user experience for students, while also streamlining the application approval process for SFA Officers, in turn reducing the time required for funding eligibility decisions.  The new portal will enable students to enter, view, and update their personal information as part of a persistent profile that can be used to apply for student financial assistance from Territorial (Yukon Grant, Student Training Allowance, Yukon Excellence Awards, and four scholarships) and Federal (Canada Student loans (both full-time and part-time), Canada Student Grants) sources, and interact with SFA Officers.",Highways and Public Works,,OGL-Yukon-2.0,EDU-PIA-2023-07,2023-04-25,2023-10-12 10:48:39,2024-06-24 12:01:50,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/student-financial-assistance-system-sfas,59298
pia-summaries,LanguageLine Interpreting Services,"LanguageLine provides on-demand access to language translation services. This includes telephone and remote video services through “LanguageLine InSight Video Interpreting”. The interpreting services are available in over 240 languages, 24 hours day, 7 days a week. All of
their interpreters are trained in medical, financial and legal lexical fields.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-09,2023-10-12,2023-10-12 15:44:26,2023-10-12 15:45:29,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/languageline-interpreting-services,59299
pia-summaries,PlaceSpeak Update - Inclusion of PlaceIt function,"The PlaceSpeak PIA is updated and now includes PlaceIt function as an optional feature. PlaceIt let users pin a location on a map, or select pre-defined location polygon, and add comments associated with the pinned or selected location. Its feature includes an embedded, interactive Google Map component. Any information collected by Google via the embedded map is not shared with PlaceSpeak nor with the Government of Yukon, and is not associated with other user and comment data submitted through the PlaceSpeak platform.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-05,2023-10-19,2023-10-24 12:49:07,2024-06-06 11:58:11,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/placespeak-update-inclusion-placeit-function,59311
pia-summaries,Simple In/Out Employee Tracking,"The Simple In/Out Employee Tracking is to provide easy to use digital tracking of employee during office hours. Previously, HPW branches relied on a physical white board to verify where a staff member is (whether in or out of the office). Simple In/Out replaces the physical whiteboard to electronic that allows staff to easily change their in/out status. This helps organization identifies the safety and wellbeing of staff when working offsite and in the event of emergency cases.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-06,2023-10-17,2023-10-25 08:26:08,2024-06-06 11:58:22,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/simple-inout-employee-tracking,59313
pia-summaries,Sustainable Tourism Framework Dashboard,"The Yukon Sustainable Tourism Framework has been created by the Department of Tourism and Culture to measure sustainable tourism development in the Yukon. The aim of sustainable tourism development is to make sure there's a balance between economic, social, and environmental values. The Framework includes a requirement to produce an annual report on a variety of key tourism elements. As a significant amount of information is going to be collected for the report, and much of the information will be updated more often than annually, the Yukon Sustainable Tourism Dashboard website has been created in order to support openness, transparency, and accountability to the public.
The Yukon Sustainable Tourism Dashboard website will be the central hub for Yukon tourism data and insights, including visualizations and reports. Data and insights are expected to be accessed primarily by governments, organizations, and business, for the purpose of informing business decisions. Members of the public, the media, research institutions, the United Nations' International Network of Sustainable Tourism Observatories - of which the Yukon is a member- and others may also access the site.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2023-01,2023-05-25,2023-11-06 09:43:18,2023-11-06 09:43:18,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/sustainable-tourism-framework-dashboard,59331
pia-summaries,125 Prize,"The 125 Prize is a special one-time fund of $250,000 to mark the Yukon's 125th Anniversary. 3 to 5 exceptional Yukon-based projects will be selected to receive up to $125,000 to achieve something extraordinary that leaves a lasting legacy. Applications during all stages will be managed through SurveyMonkey Apply (smapply.io). The information collected through the application process will be used to determine eligibility for program support. All projects must take place between December 2023 and December 31, 2024, and include a social media component.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2023-02,2023-10-25,2023-11-06 10:05:15,2023-11-06 10:05:15,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/125-prize,59332
pia-summaries,Yukon Midwifery Program,"This PIA will focus on the collection, use, and disclosure of personal and personal health information in relation to Yukon Midwifery Program. The Yukon Government has determined that midwifery services and care are to be added as a model of care. Midwifery services have been regulated under the Midwifery Regulations of the *Health Professionals Act* and it is expected that Midwives will being delivering babies within Whitehorse by Summer 2022. Yukon midwives are employees of the Yukon Department of Health and Social Services (""HSS""), and midwifery services are covered for all eligible Yukoners.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2021-04,2021-11-01,2023-11-09 10:05:45,2023-11-09 10:05:45,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-midwifery-program,59339
pia-summaries,Midwifery Program Addendum,"This PIA addendum is in conjunction with the Midwifery PIA that has been completed as of November 2021 and will document the following changes:
*   The use of Plexia as the midwifery electronic medical record (EMR)
*   The use of the Telmediq Paging System
*   The use of Zoom for HealthCare
*   The expansion of service delivery to rural communities
*   Additional information on the Application Form process.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-10,2023-11-08,2023-11-09 10:16:33,2023-11-09 10:16:33,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/midwifery-program-addendum,59340
pia-summaries,HPW - Automatic Vehicle Locators (AVL),"In 2018, Fleet Vehicle Agency initiated a pilot project to use telematics in Yukon government's (YG) HPW. 262 telematics units are currently installed in pool and annual assigned vehicles. Now, for a variety of reasons including vehicle efficiency studies, fleet right-sizing and employee safety, FBA and TMB are expanding the program, likely in corporation with other YG fleet operations (like TMB's light-duty fleet and Wildland Fire's trucks).
The intention of the initiative is to install AVL (Automatic Vehicle Locators) or use OEM AVL that are included in new vehicles for HPW asset management.
The AVL system is GeoTab, which uses Google cloud servers for data storage and Canadian data storage is housed in Quebec. However, there is a plan moving forward of importing the data into geospatial data warehouse which will be handled by the YG-HPW-ICT. If that happens, appropriate update to the PIA will be conducted and an Information Management Service Agreement (IMSA) will be provided.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-08,2023-09-07,2023-11-21 14:46:39,2024-06-24 12:02:01,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/hpw-automatic-vehicle-locators-avl,59363
pia-summaries,Flood Relief Program,The Yukon Housing Corporation's (YHC) Floor Relief Program (FRP) is a funding program to assist property owners and renters whose properties and/or possessions were damaged by flooding. This program is assessed for activation approval on a year-by-year basis by YHC when flooding occurs. The FRP has three funding streams available: two grants and loan. Additional areas potentially could be added to the original flood locations already identified.,Yukon Housing Corporation,,OGL-Yukon-2.0,YHC-PIA-2023-01,2023-06-01,2023-11-22 10:52:00,2023-11-22 10:52:00,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/flood-relief-program,59365
pia-summaries,ColonCheck Application and Oracle Database,"The Yukon Government Department of Health and Social Services (HSS) has developed the ColonCheck program that sits within the Community of Health Program Branch of the HSS. This program was introduced across the Territory to promote early detection of colon cancer. In addition, this initiative involves the implementation of a new Oracle database, which is accessed and updated via an internal web application called the ""the ColonCheck Application"" (ColonCheck App). The Oracle database is not accessible outside of the ColonCheck App, with limited exception. Authorized staff within the Information and Communications Technology branch of the Department of Highways and Public Works may access the database from the ""back-end"" for maintenance or database administrator purposes while the authorized staff of the HSS will access it for the management of client personal health information. Also, the ColonCheck App will be held on Yukon Government's existing Oracle infrastructure and will replace ColonCheck current use of Microsoft Access and Microsoft Excel databases for storing client information received through ColonCheck.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-11,2023-11-27,2023-11-28 09:31:58,2023-11-28 09:31:58,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/coloncheck-application-and-oracle-database,59414
pia-summaries,Cambian Online Scheduler,"The Cambian Online Scheduler will allow Yukoners to have real-time access to Yukon's health care scheduling system and to self-schedule health care appointments offered by various divisions in HSS. The HSS plans to implement Cambian Online Scheduler accross three phases:
Phase I: Replace CANImmunize with Cambian Online Schedule to allow client bookings for immunizations
Phase II: Implement Cambian Online Scheduler for Yukon Communicable Disease Control (YCDC) to allow client bookings for YCDC services (e.g. STII test, emergency contraception, pregnancy test)
Phase III: Additional services to be added to Cambian Online Scheduler (e.g. tuberculosis screening, child health clinic, tetanus appointments)
This PIA is an addendum to the Panorama PIAs using Panorama system shared by health authorities in the Yukon and British Columbia.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2023-12,2023-11-27,2023-11-29 14:20:53,2023-11-29 14:20:53,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/cambian-online-scheduler,59417
pia-summaries,Shiftboard Scheduling System,"The Yukon Government Department of Health and Social Services and Department of Justice have determined a shared need for improved efficiency within their shift scheduling and shift call-out processes. Shiftboard is a shift management system which allows Staff Users to manage their shifts via a web or mobile interface. Each program area within a department will be siloed, and only available to users employed within that program area. This system will be used for the managing of YG staff shift and schedule management only, and will not include client records or information, or sensitive HR information of the YG staff.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-09,2022-11-22,2023-12-05 14:55:15,2023-12-05 14:58:28,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/shiftboard-scheduling-system-0,59449
pia-summaries,WorkHub Software Use,"The Transportation Maintenance Branch (TMB) Safety and Operations Unit has developed and is using an Operational Management System (WorkHub) software for managing program information. This information includes employee training, competency and incident management data.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-09,2023-05-25,2023-12-08 11:33:53,2024-06-24 12:03:28,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/workhub-software-use,59452
pia-summaries,Yukon Government Spatial Data Information Platform,"This PIA covers the spatial data and the two distribution platforms currently on offer by the Geomatics Yukon unit in the eServices for citizens branch of the Yukon Government. GeoYukon is an interactive mapping application containing the Government of Yukon's authoritative and current mapa data, provided as a free public service.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-10,2023-12-12,2023-12-12 13:16:17,2024-06-24 12:03:52,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-government-spatial-data-information,59463
pia-summaries,Visitor Information Centres PIA Amendment Phase 2: Wi-Fi and QR Codes,"The Visitor Services branch of YG's Tourism and Culture (T&C) department is seeking to gain visitors' information when they visit Yukon, such as: where they are visiting from and what their experience is like at the Visitor Information Centers (VICs). This initiative collects data to obtain a well-rounded profile of visitors to the Yukon to enhance efforts in attracting visitors to the Yukon which will support tourism industry and improve the VIC user's experience. There are two phases for this project involving:

*   Phase 1: the implementation of web forms at the VICs to gather visitor information and and visitor feedback.

*   Phase 2: the assessment of the dedicated guest Wi-Fi at the VICs and the implementation of QR codes to access web forms and other information.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2022-04,2022-10-06,2024-01-11 08:55:27,2024-06-25 09:17:56,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/visitor-information-centres-pia-amendment-phase,59509
pia-summaries,Small Business Flood Recovery Funding Program,"The Small Business Flood Recovery Funding Program is a one-time program providing financial assistance to small business owners who were impacted by and incurred significant uninsured damages and loss as a result of the May 2023 flooding in the Klondike Valley area.

Effective Jun 30, 2023 - Oct 3, 2023

All supporting documentation must be submitted by Oct 1, 2024",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2024-01,2024-01-05,2024-01-15 07:54:00,2024-01-15 07:54:00,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/small-business-flood-recovery-funding-program,59514
pia-summaries,Fish and Wildlife Data Sharing Policy and Procedures,"The Fish and Wildlife Branch (FWB) is implementing a data sharing policy to guide how ecological data is accepted from third parties, manage ecological data that have restrictions on the way they may be used, and share ecological data with others. In terms of informal data requests, the policy ensures that the way ecological data is accepted and shared will be in accordance with the ATIPP Act. FWB is committed to sharing ecological data as openly as possible, while ensuring that sharing this data does not negatively impact series and ecosystems, as well as the way to manage a sustainable harvest and the working relationship with others. This policy is needed to ensure that sharing of ecological data is consistent and transparent and the reasons why an informal data request may be denied.",Environment,,OGL-Yukon-2.0,ENV-PIA-2023-05,2023-11-14,2024-01-15 09:02:23,2024-01-15 09:06:04,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/fish-and-wildlife-data-sharing-policy-and,59515
pia-summaries,"HPW-TTC, Participation Plan Monitoring Agreement","The Highways and Public Works and Teslin Tlingit Council (HPW-TTC) - Participation Plan Monitoring Agreement PIA will focus on the collection, use, and disclosure of the Yukon First Nation participation levels for the bridge replacement project at the Nisutlin Bay Bridge. The information is to be collected by the Graham Construction Ltd (the contractor) and will be submitted to HPW to ensure compliance with the TTC participation plan.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2023-11,2023-05-02,2024-01-17 09:37:44,2024-06-24 12:04:07,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/hpw-ttc-participation-plan-monitoring-agreement,59521
pia-summaries,Temporary Landlord Assistance Program,"The Temporary Landlord Assistance Program (TLAP) provides a one-time rebate to landlords for units that were available for rent during the 2023 calendar year. Landlords can apply for a payment of $338 per unit.
The program helps residential landlords affected by the change in rent cap regulations for the 2023 calendar year. Rent increases are now capped at a maximum of 5 per cent.

Announced Oct 19, 2023. Effect Nov 2, 220 - Feb 29, 2024",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2024-02,2024-01-17,2024-01-18 07:18:01,2024-01-18 07:18:01,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/temporary-landlord-assistance-program,59523
