schema_type,title,file_id,notes,organization_title,date_of_request,response_type,fees,language,license_id,metadata_created,metadata_modified,dkan_url_path
access-requests,21-0452,21-0452,"A list of employees (including chief medical officers) and their relative formal education post graduate degrees in Virology Epidemiology Transmission of infectious diseases Transmission of viruses Oversight experience in any phase 1, phase 2, phase 3 formal clinical trials in drugs, drug therapies, vaccines, mRNA vaccines, control of transmissabilty of infectious diseases and viruses. Timeframe: December 1, 2019 - November 15, 2021",Health and Social Services,2021-12-13,withheld_in_full,No,,OGL-Yukon-2.0,2022-02-23 16:23:52,2023-01-19 11:30:38,https://open.yukon.ca/access-information/access-summary/21-0452
access-requests,21-0416,21-0416,"Number of positive COVID-19 cases recorded among both students and teachers in Yukon schools since the beginning of the 2021-22 school year. Breakdown of positive cases of both students and teachers by school since the beginning of the 2021-22 school year.
Timeframe: September 1, 2021 - November 17, 2021
ADDITIONAL INFORMATION:
The Department would like to clarify if you would like the number of positive COVID19 cases that are students or teachers in Yukon, or would you like the number of positive COVID-19 that are students or teachers that acquired the infection at school / work?
Response: I'm looking for all of the following:
1. The number of students who have contracted COVID-19 since the beginning of the school year;
2. The number of teachers who have contracted COVID-19 since the beginning of the school year;
3. The number of each broken down by school;",Health and Social Services,2021-11-23,granted_in_part,No,,OGL-Yukon-2.0,2022-02-23 16:27:33,2024-01-17 10:36:11,https://open.yukon.ca/access-information/access-summary/21-0416
access-requests,21-0469,21-0469,"YTG acknowledges that covid vaccines do not prevent infection. YTG acknowledges that covid vaccines do not prevent transmission. YTG acknowledges that the covid vaccine efficacy wanes in a few months. YTG acknowledges that boosters are being used to prop up falling antibodies in the vaccinated without any mid- to long-term data on adverse effects of the vaccines. Those under 19 years of age compromise 0.0043% of covid related deaths while comprising of 20.7% of the covd cases.¹ (Those 50 and older represent 97.4% of covid related deaths)¹ ¹https://health-infobase.canada.ca/covid-19/epidemiological-summary-covid-19-cases.html Children are unique relative to COVID-19. They have negligible risks of serious effects from the disease. Given that the COVID-19 vaccines were only tested for a few months, and mid-or long-term adverse effects are unknown, any mid- or long-term adverse events that emerge could impact children adversely for decades. What is the prior scientific basis for the decision by YTG, Department of Health and Social Services, Chief Medical Officers to recommend and implement a mass vaccination program of those with negligible risk (under 19 age group) with an experimental therapy that has not been in use long enough to accumulate any data to determine mid- or long-term risks of the covid vaccines when adverse effects may not be known for decades? Timeframe: January 1, 2021 - November 30, 2021",Health and Social Services,2021-12-16,no_records_found,No,,OGL-Yukon-2.0,2022-02-23 16:33:13,2023-01-19 11:30:52,https://open.yukon.ca/access-information/access-summary/21-0469
access-requests,21-0492,21-0492,"Date: When did YTG and/or Dept of Health first notify the public that the covid vaccines that that are administering are waning and/or are expected to continue to wane. Requested: Dated documents and/or emails and/or meeting minutes. Timeframe: January 1, 2021 - December 17, 2021",Health and Social Services,2021-12-23,granted_in_part,No,,OGL-Yukon-2.0,2022-02-23 16:36:04,2024-01-17 10:47:26,https://open.yukon.ca/access-information/access-summary/21-0492
access-requests,21-0370,21-0370,"Scientific evidence supporting the lifting of covid 19 restrictions and rational for keeping restrictions lifted. Vaccination status of covid 19 positive cases. Expected end date for vaccine mandate. Timeframe: July 1, 2021 - October 31, 2021.",Health and Social Services,2021-11-09,granted_in_full,No,,OGL-Yukon-2.0,2022-03-01 13:13:29,2023-01-19 11:31:18,https://open.yukon.ca/access-information/access-summary/21-0370
access-requests,21-0505,21-0505,"Field work was undertaken by Heritage staff in support of Energy, Mines and Resources Land application 2020-7081. Seeking access to the report arising from those field activities. Timeframe: September 1, 2020 - December 24, 2021",Tourism and Culture,2021-12-31,granted_in_part,No,,OGL-Yukon-2.0,2022-03-07 08:52:29,2024-01-11 15:57:56,https://open.yukon.ca/access-information/access-summary/21-0505
access-requests,22-0025,22-0025,"The total money the Yukon Government spent on outside legal services, being those rendered by law firms or other legal bodies not directly employed or controlled by the Yukon Government. In the three-year period from the beginning of 2015 to the end of 2018. Totals itemized by firm or organization it is paid to each year as well as by the case, litigation or other purpose it was paid out for. The government tabled similar statistics in the legislature for the years 2019 to 2021. Department of Justice budgets or reserve or other fund for the hiring of outside legal assistance totals at year end for the years 2015 to 2021 as well. Timeframe: January 1, 2015 - December 31, 2021

ADDITIONAL INFORMATION: Our expenses are tracked over the fiscal year not be calendar year. We can compile
them for each calendar year but it is significantly more work (it was done for the legislative return because that was
the specific question asked). Can you ask the individual if they would be prepared to receive them by fiscal year?
RESPONSE: Yes, those amounts broken down by fiscal year will be just fine.",Justice,2022-01-14,granted_in_full,No,,OGL-Yukon-2.0,2022-03-07 09:07:22,2024-10-15 10:17:13,https://open.yukon.ca/access-information/access-summary/22-0025
access-requests,22-0048,22-0048,"Looking for the following information regarding contract C00036200: 
1. The full text of the contract, as well as any appendices, schedules, addenda, etc 2. The reason for this contract being direct awarded as opposed to being sent out for tender 3. Whether the services previously provided under this contract (email hosting for Yukon Human Rights Panel of Adjudicators [YHRPA]) are now being provided under a new contract. 
Timeframe: July 1, 2016 - January 25, 2022",Justice,2022-02-01,granted_in_full,No,,OGL-Yukon-2.0,2022-03-07 09:17:33,2024-10-15 20:45:16,https://open.yukon.ca/access-information/access-summary/22-0048
access-requests,22-0010,22-0010,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021– December 3, 2021",Tourism and Culture,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-07 09:21:15,2023-01-19 11:26:33,https://open.yukon.ca/access-information/access-summary/22-0010
access-requests,21-0488,21-0488,"A list of all Yukon Registered Societies, including the name of organizations, city of their registered address, territory or province. If available, please include if they are member funded, whether they are class A or B, their purpose/constitution. 
Timeframe: December 1, 2021 - December 1, 2021",Community Services,2021-12-20,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 10:43:54,2024-02-06 20:20:32,https://open.yukon.ca/access-information/access-summary/21-0488
access-requests,22-0013,22-0013,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Public Service Commission,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 12:07:46,2024-01-11 16:01:33,https://open.yukon.ca/access-information/access-summary/22-0013
access-requests,22-0019,22-0019,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Yukon Housing Corporation,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 12:11:09,2023-01-19 11:26:42,https://open.yukon.ca/access-information/access-summary/22-0019
access-requests,22-0009,22-0009,"Information requested: I am requesting copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Justice,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 12:16:11,2023-01-19 11:26:45,https://open.yukon.ca/access-information/access-summary/22-0009
access-requests,22-0008,22-0008,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Highways and Public Works,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 12:19:24,2024-01-11 16:00:14,https://open.yukon.ca/access-information/access-summary/22-0008
access-requests,22-0011,22-0011,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Executive Council Office,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-09 12:22:18,2024-01-11 16:00:56,https://open.yukon.ca/access-information/access-summary/22-0011
access-requests,22-0016,22-0016,"Information requested: copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Yukon Liquor Corporation,2022-01-13,granted_in_full,No,,OGL-Yukon-2.0,2022-03-09 12:26:47,2023-01-19 11:27:02,https://open.yukon.ca/access-information/access-summary/22-0016
access-requests,22-0055,22-0055,"number of individuals who have spent (at least) one night in a cell at the Whitehorse Correctional Centre with no charge.  This would include any records (documents either archived or living, in rounds notes or in correspondence between Corrections Officers, the department or other government employees) from the Department of Justice or directly from the Whitehorse Correctional Facility which lists this data and/or notes on why the individual was brought to the WCC to stay overnight with no charge.  
Timeframe: January 1, 2020 to January 1, 2022

ADDITIONAL INFORMATION:
The number of RCMP Prisoners in the Arrest Processing Unit who were arrested without a warrant for breaches of the Liquor Act, and then released provided there are no charges pending. Total number of individuals who fit the above description within the timeline of the ATIPP.",Justice,2022-02-10,granted_in_full,No,,OGL-Yukon-2.0,2022-03-14 09:24:51,2024-10-15 20:46:49,https://open.yukon.ca/access-information/access-summary/22-0055
access-requests,22-0014,22-0014,,Women and Gender Equity Directorate,2022-01-07,granted_in_full,No,,OGL-Yukon-2.0,2022-03-14 10:26:34,2023-01-19 11:27:11,https://open.yukon.ca/access-information/access-summary/22-0014
access-requests,22-0004,22-0004,"Information requested: I am requesting copies/records from all the departments and corporations listed with this application. The request is for the most recent, final versions at the end of the legislative session of individual ministerial briefing binders or briefing notes prepared for government ministers during the 2021 Fall Legislative Sitting. Timeframe: October 28, 2021 – December 3, 2021",Environment,2022-01-12,granted_in_part,No,,OGL-Yukon-2.0,2022-03-15 11:12:22,2023-01-19 11:27:18,https://open.yukon.ca/access-information/access-summary/22-0004
access-requests,21-0473,21-0473,"The final products, in electronic format, including but not limited to the cover letter and email, reports, appendices, the ‘R’ programming code for contract: C00032208 and C00031539, Bear Population Estimation Analysis completed by INTEGRATED ECOLOGICAL RESEARCH. The date range is between January 1, 2015 and March 31, 2017.",Environment,2021-12-16,granted_in_full,No,,OGL-Yukon-2.0,2022-03-15 11:26:42,2023-01-19 11:27:21,https://open.yukon.ca/access-information/access-summary/21-0473
access-requests,22-0030,22-0030,"Requesting copies of public records that includes copies of all data breach incidents recorded in your department that occurred under the jurisdiction of the Yukon. Date range requested: 6/15/2021 to 1/12/2022.  Specific information from each breach should contain the following: a) Name of the affected Company or Entity b) Address of the affected Company or Entity c) Number of affected individuals d) Date of the Incident/Breach e) Date of the Notification sent to the affected individuals f) Type of information breached or compromised (Personal, Health or Financial) g) Brief description of the breach (what happened or what caused the breach) Understanding that some of the information requested may not be applicable or available on your records, please provide the information applicable or available on your records.   Timeframe: June 15, 2021 – January 12, 2022.",Highways and Public Works,2022-01-18,granted_in_part,No,,OGL-Yukon-2.0,2022-03-16 09:26:54,2024-01-11 16:03:14,https://open.yukon.ca/access-information/access-summary/22-0030
access-requests,22-0045,22-0045,"Any communications, emails, memoranda, briefing notes and other forms of correspondence between January 10, 2022 and January 19, 2022
regarding the substance use emergency declaration issued by the Yukon government. Please omit all duplicates. Timeframe: January 10, 2022 -January 19, 2022",Health and Social Services,2022-02-01,granted_in_part,No,,OGL-Yukon-2.0,2022-03-17 12:49:17,2024-01-17 10:54:32,https://open.yukon.ca/access-information/access-summary/22-0045
access-requests,22-0046,22-0046,"The number of people who have used the territory's new safe supply program since its expansion on October 28, 2021 to January 25, 2022.
Please include the breakdown of how many clients are opting for each type of opiod for their treatment: codeine; fentanyl; morphine; oxycodone; and diacetylmorphine. Timeframe: October 28, 2021 - January 25, 2022",Health and Social Services,2022-02-01,no_records_found,No,,OGL-Yukon-2.0,2022-03-17 12:52:07,2023-01-19 11:27:29,https://open.yukon.ca/access-information/access-summary/22-0046
access-requests,22-0047,22-0047,"Any communications, emails, memoranda or other forms of correspondence about the speaking notes created for health minister Tracy-Anne McPhee for the January 19, 2022 press conference where the substance use emergency declaration was announced. Please omit any duplicates. Timeframe: January 17, 2022 - January 19, 2022",Health and Social Services,2022-02-01,granted_in_part,No,,OGL-Yukon-2.0,2022-03-17 12:55:17,2024-02-06 20:45:50,https://open.yukon.ca/access-information/access-summary/22-0047
access-requests,21-0389,21-0389,"I am requesting all signed contracts between the Government and the physicians with whom the Government has entered into a contractual relationship of a full time or regular part time basis in the Yukon from 2018 to 2021 but not those physicians who provide locum or other irregular specialty services in the Yukon from 2018 to 2021. 
To clarify: 
Physician is to include any physician who is registered with the Yukon College of Physicians who provide services on a contractual basis and not a fee for service basis. Additionally, I request physician contracts for those on locums if those physicians offer services on a regular and repeated basis. Moreover, irregular service means not a full time service and not necessarily scheduled on a regular basis- thus, physicians may provide a weekly, monthly, semi-monthly, or some other basis and is not a resident in the Yukon.  
Timeframe: January 1, 2018 - November 10, 2021",Health and Social Services,2021-11-17,granted_in_part,Yes,,OGL-Yukon-2.0,2022-03-23 08:05:24,2023-01-19 11:27:34,https://open.yukon.ca/access-information/access-summary/21-0389
access-requests,22-0064,22-0064,"Yukon Thinhorn Sheep harvest numbers for all game management subzones from July 1, 2012 to October 31, 2021. Please also include 1) the amount taken by residents by game management subzone; 2) the amount taken by non-resident by game management subzone; Timeframe: July 1, 2012 - October 31, 2021",Environment,2022-02-18,granted_in_full,No,,OGL-Yukon-2.0,2022-03-25 14:46:53,2024-01-24 15:40:12,https://open.yukon.ca/access-information/access-summary/22-0064
access-requests,21-0506,21-0506,"Safe Supply: CASA Commitment - related to overdose crisis Seeking any internal or external communications (sent and received),
meetings, reports, information notes, memoranda, analysis, and email correspondence related to safe supply with content related to access
to safe supply and safe supply in communities. Specifically, how many people have accessed safe supply? How many communities have
access to safe supply and how is access to safe supply being communicated, tracked and evaluated? Additionally, seeking communication
from BC Centre for Substance Use, Yukon pharmacists, Yukon Medical Council, RCMP, information on who the addictions medicine specialist
from BC is - which was mentioned in the press release, and correspondence with First Nations governments and governing structures
(CYFN, Yukon Forum). Keywords and phrases: Safe supply, safe supply in communities, overdose deaths, opioid treatment. 
Timeframe: April 28, 2021 - December 1, 2021",Health and Social Services,2022-01-05,granted_in_part,No,,OGL-Yukon-2.0,2022-04-01 09:28:41,2024-01-17 10:48:05,https://open.yukon.ca/access-information/access-summary/21-0506
access-requests,22-0051,22-0051,"Number of positive COVID-19 cases recorded among both students and teachers in Yukon schools since November 18. I'm looking for all of the
following: 1. The number of students who have contracted COVID-19 since November 18, 2021; 2. The number of teachers who have contracted
COVID-19 since November 18, 2021; 3. The number of each broken down by school. Timeframe: November 18, 2021 to February 1, 2022",Health and Social Services,2022-02-07,granted_in_part,Yes,,OGL-Yukon-2.0,2022-04-04 10:30:04,2024-01-17 10:55:26,https://open.yukon.ca/access-information/access-summary/22-0051
access-requests,22-0066,22-0066,"Officers are working under Civil Emergency Measures Act (CEMA). What training or qualifications do they have?  How much has the government spent on all contracts, wages and salaries involved in CEMA? Timeframe: March 11, 2020 to February 3, 2022. 

ADDITIONAL INFORMATION: Does the applicant want the current number of CEMA officers or the total number since March 2020? 
ANSWER: Total numbers. Total hired. Total paid. Total in training. Total money to run the whole CEMA operation.",Justice,2022-02-14,granted_in_full,No,,OGL-Yukon-2.0,2022-04-04 11:42:38,2023-01-19 11:32:21,https://open.yukon.ca/access-information/access-summary/22-0066
access-requests,22-0061,22-0061,"Looking to know the number of illegal dall sheep and stone sheep rams that were taken in the Yukon during the 2021 hunting season both by resident and non resident hunters. Timeframe: July 31, 2021 - November 1, 2021",Environment,2022-02-15,granted_in_part,No,,OGL-Yukon-2.0,2022-04-05 10:45:19,2024-01-24 15:39:10,https://open.yukon.ca/access-information/access-summary/22-0061
access-requests,22-0081,22-0081,"Records containing or immediately related to records containing ""Hidden Valley"" or ""Amanda Rogers"" (i.e. email chains, attachments). Timeframe: January 28, 2022 - February 4, 2022.

ADDITIONAL INFORMATION:
Include the deputy minister of Executive Council Office as well as the Assistant Deputy Minister of strategic corporate services and the three sub-branches stemming from that.",Executive Council Office,2022-02-24,granted_in_part,No,,OGL-Yukon-2.0,2022-04-20 10:30:57,2024-01-11 16:07:41,https://open.yukon.ca/access-information/access-summary/22-0081
access-requests,22-0090,22-0090,"Letters and emails from Janet Lee-Sheriff and/or Golden Predator Mining Corporation and/or Ross D. McGowan and/or BLG law firm (legal counsel for Janet Lee-Sheriff and Golden Predator Mining Corporation) to Energy Mines and Resources Deputy Minister Paul Moore and/or Energy Mines and/or Resources Minister Ranj Pillai and/or Premier Sandy Silver and/or Executive Council Office Deputy Minister Stephen Mills with respect to the following: 
- any reference to complaints against Golden Predator Mining Corporation to the British Columbia Securities Commission 
- any reference to investigations conducted by the British Columbia Securities Commission on Golden Predator Mining Corporation 
***Note an email was sent by Janet Lee-Sheriff to Minister Ranj Pillai, Premier Sandy Silver and Deputy Minister Paul Moore. In that email, Janet Lee-Sheriff attached a letter from the British Columbia Securities Commission that was sent to Golden Predator Mining Corporation.
Timeframe: January 1, 2020 - May 1, 2020.",Executive Council Office,2022-03-22,granted_in_part,No,,OGL-Yukon-2.0,2022-04-20 14:00:56,2024-01-11 16:09:18,https://open.yukon.ca/access-information/access-summary/22-0090
access-requests,22-0039,22-0039,"Emails, correspondence, and documents related to the topic of vaccine mandates or vaccine certification. Please limit search to any Assistant Deputy Ministers, the Public Service Commissioner’s Office, and the Corporate Services and Labour Relations branches, as well as the Communications, Engagement and Strategic Initiatives group. Timeframe: October 1, 2021 - October 15, 2021.",Public Service Commission,2022-01-24,granted_in_part,Yes,,OGL-Yukon-2.0,2022-04-20 14:04:49,2024-01-11 16:04:13,https://open.yukon.ca/access-information/access-summary/22-0039
access-requests,22-0082,22-0082,"I am looking for the number of moose counted in the areas surveyed in each of the following locations: Lower Stewart, White Gold, Sifton/Miners Range, Fish Lake, Wheaton River, Mount Lorne and Teslin River Moose Management Units. Timeframe: April 1, 2021 - February 1, 2022.

Narrowed Scope Based on Access to Information Summary:
- I would like to narrow my request to include only in the Fish Lake area",Environment,2022-02-24,granted_in_part,No,,OGL-Yukon-2.0,2022-04-22 09:11:23,2024-01-17 10:58:21,https://open.yukon.ca/access-information/access-summary/22-0082
access-requests,22-0084,22-0084,"Records related to the secure living unit or SLU. Limit search to corrections branch. 
Timeframe: June 1, 2020 - February 1, 2022.

ADDITIONAL INFORMATION: 
Records outlining any physical or operational changes to the space/unit formerly known as the SLU, as well as any records created within the timeframe containing ""secure living unit"" or ""SLU."" 
The SLU hasn't officially existed since the 2019 reforms, interested in any records that may still mention it (i.e. assuming there may be records referencing ""the former SLU"").",Justice,2022-03-02,granted_in_full,No,,OGL-Yukon-2.0,2022-04-28 12:19:41,2024-10-15 20:48:06,https://open.yukon.ca/access-information/access-summary/22-0084
access-requests,21-0428,21-0428,"All correspondence, including notes, briefing notes, emails, memoranda and meeting minutes, relating to BMC Minerals Ltd.’s Kudz Ze Kayah Project in Yukon (“KZK Project”), authored by or sent by any one of the following persons: Stephen Mills, Jasmina Randhawa, Brian Macdonald, Samantha Paterson, Keith Maguire and Sevn Bohnet (Executive Office).

All correspondence, including notes, briefing notes, emails, memoranda and meeting minutes, relating to the KZK Project, sent to any one of the Yukon Representatives from any one of the following persons:
-	The Honourable Jonathan Wilkinson, the Honourable Seamus O’Regan, Jean Francois Tremblay, Jeff Labonte, Rinaldo Jeanty, Emerson Vandenberg and Hilary Travis (Natural Resources Canada);
-	The Honourable Melanie Joly, Paula Isaak, Margaret Buist, Lisa Dyer, Adrian Paradis, Carey Sibbald, Krista Magee and Galen Richardson (Canadian Northern Economic Development Agency);
-	The Honourable Joyce Murray, the Honourable Bernadette Jordan, Timothy Sargent, David Carter, Helene Marquis and Jennifer Philips (Fisheries and Oceans Canada);
-	Ayesha Chughtai (Prime Minister’s Office of Canada; and
-	Laura Cabott, Dale Eftoda, Bryony McIntyre, Lawrence Joe, Dennis Nicloux, Steve Karam, and Andrew Reid (Yukon Environmental and Socio-economic Assessment Board). Timeframe: November 1, 2020 to present.

Copies of all records above, and we would prefer to receive digital copies if possible.
Timeframe: November 1, 2020 – November 25, 2021

ADDITIONAL INFORMATION:
Narrowed Request #1: 
Narrow Access Request 21-428 as follows: 
-	excluding anything originating from BMC Minerals Ltd., or sent from or to BMC Minerals Ltd.; and
-	narrowing “all correspondence, including notes, briefing notes, emails memoranda and meeting minutes, relating to BMC Minerals Ltd.’s Kudz Ze Kayah Project (‘KZK Project’)” to only the correspondence that relates to the KZK Project’s environmental and socioeconomic assessment. 

Additional Narrowed Request #2:
Narrow the scope of request by excluding the Major Projects ‘Program or Activity’ (and its estimated responsive records of 9,894), as well as by excluding any and all duplicates of responsive documents contained within the remaining “Program or Activity’ heads.

Additional Information #3:
Information relating to the KZK Project and in particular its assessment, as opposed to information relating directly to BMC Minerals Ltd. The Executive Council Office can eliminate any information originating from BMC Minerals Ltd., or sent from or to BMC Minerals Ltd. (as previously advised when we attempted to narrow the request on January 12, 2022).  I cannot say whether a 3rd party consult would be required. I understand BMC Minerals Ltd. is the owner of the KZK Project, and therefore some of the KZK Project information may be related and therefore subject to a consult.",Executive Council Office,2021-12-01,granted_in_part,Yes,,OGL-Yukon-2.0,2022-04-29 11:23:25,2024-01-11 15:48:44,https://open.yukon.ca/access-information/access-summary/21-0428
access-requests,22-0105,22-0105,"Copy of contracts C00059323, C00059475 and any change orders - any contracts or change orders resulting from C00057079. Timeframe: October 1, 2020 - March 9, 2022.",Highways and Public Works,2022-03-15,granted_in_part,No,,OGL-Yukon-2.0,2022-04-29 11:26:28,2023-01-19 11:32:53,https://open.yukon.ca/access-information/access-summary/22-0105
access-requests,22-0114,22-0114,"Information and correspondence (background casework, briefing notes, discussion papers, cabinet submissions, documents, memos, letters, emails, etc.), provided to, or provided by, the Executive Council Office regarding ""Lot 467, Group 804, Plan 26830 LTO"", also known variously with shorthand as ""Lot 467, Group 804"" or just ""Lot 467"". Timeframe: January 1, 1996 - December 31, 2004.",Executive Council Office,2022-03-31,no_records_found,No,,OGL-Yukon-2.0,2022-04-29 11:28:41,2023-01-19 11:32:59,https://open.yukon.ca/access-information/access-summary/22-0114
access-requests,22-0087,22-0087,"All records related to Sewage Disposal System Permit 3025. 
Timeframe: January 1, 2005 - February 22, 2022",Health and Social Services,2022-03-01,granted_in_part,No,,OGL-Yukon-2.0,2022-05-03 07:39:27,2024-01-17 10:59:22,https://open.yukon.ca/access-information/access-summary/22-0087
access-requests,22-0097,22-0097,"Request to obtain the total number of deaths, burials, cremations, and other dispositions that occurred in Yukon Territory in 2020 (regardless of residency). I am not looking for any identifying information, just a frequency of each disposition for the entire province.  
Timeframe: January 1, 2020 - December 31, 2020",Health and Social Services,2022-03-08,granted_in_full,No,,OGL-Yukon-2.0,2022-05-03 07:42:42,2024-02-06 20:46:30,https://open.yukon.ca/access-information/access-summary/22-0097
access-requests,22-0127,22-0127,"For all big game animals (moose, caribou, bison, deer, sheep, goat, elk, wolf, black bear, grizzly bear) taken in Yukon: 1) the number taken by residents by game management subzone; 2) the number taken by non-resident by game management subzone; 3) the numbers of seals sold for resident hunters by species; 4) the numbers of seals sold for non-resident hunters by species; 5) the quota for each outfitting concession for each species of big game huntable in the Yukon. April 1, 2012 - April 4, 2022

Additional Information: 
1.	Reduce the scope to include information for Game Management Zones 4 and 11 only. 
2.	Instead of all big game animals, change to include only moose, caribou, sheep and grizzly bear.
3.	Shorten the timeframe to include only the 2015 through 2021 seasons.

*   Given the difficulty that has been implied in gathering outfitter quota information, I am willing to completely eliminate bullet point 5.",Environment,2022-04-07,granted_in_full,No,,OGL-Yukon-2.0,2022-05-10 10:14:49,2024-01-24 15:41:06,https://open.yukon.ca/access-information/access-summary/22-0127
access-requests,22-0075,22-0075,"All emails regarding Health and Wellness Centre and 10-plex housing complex in Old Crow. 
Limit search to Director-level and below and to only those who have been involved in discussions or correspondence related to the Health and Wellness Centre and 10-plex housing complex in Old Crow.
Timeframe: June 1, 2021 - December 31, 2021",Highways and Public Works,2022-02-16,granted_in_part,Yes,,OGL-Yukon-2.0,2022-05-12 13:22:18,2024-01-11 16:07:03,https://open.yukon.ca/access-information/access-summary/22-0075
access-requests,22-0125,22-0125,"Contracts on the Klondike Highway. Specifically Construction between Dawson & Carmacks. Total Value of Anything about/behind TOOTALL Construction and Consulting. Timeframe: March 10, 2021 – March 30, 2022                 

ADDITIONAL INFORMATION: any contracts that have tootall named in them as a First Nation company Or were awarded that have tootall named in there somewhere. Timeframe: March 10, 2021 – March 30, 2022.",Highways and Public Works,2022-04-06,granted_in_part,No,,OGL-Yukon-2.0,2022-05-18 08:38:45,2024-01-11 16:10:45,https://open.yukon.ca/access-information/access-summary/22-0125
access-requests,22-0104,22-0104,"Correspondence related to the specific parcel of Lot 467. Provide all correspondence regarding Lot 467, Group 804, Plan 26830 (referred to as ""Lot 467"", or ""Lot 467, Group 804"") at the Land Titles Office.",Justice,2022-03-22,granted_in_full,No,,OGL-Yukon-2.0,2022-05-18 08:46:15,2024-10-15 20:49:09,https://open.yukon.ca/access-information/access-summary/22-0104
access-requests,22-0150,22-0150,"Name of the companies that have received funding through the Yukon Housing Developer Build Loan Program. 
Timeframe: January 1, 2017 - April 20, 2022.",Yukon Housing Corporation,2022-04-26,granted_in_full,No,,OGL-Yukon-2.0,2022-05-18 08:48:30,2024-10-15 20:49:59,https://open.yukon.ca/access-information/access-summary/22-0150
access-requests,22-0167,22-0167,"Requesting the addresses of the builds that received loans under the Developer Build Loan Program. How much those units that were built sold for. Timeframe: January 1, 2016 - April 30, 2022.           

ADDITIONAL INFORMATION: 
Question: want to confirm that all the client requires is the address of each approved loan project?
Answer: Yes, but any extra information available would be appreciated.",Yukon Housing Corporation,2022-05-05,granted_in_full,No,,OGL-Yukon-2.0,2022-05-24 09:17:50,2023-01-19 11:33:52,https://open.yukon.ca/access-information/access-summary/22-0167
access-requests,22-0151,22-0151,"The number of loans that were issued under the Yukon Housing Rural Home Ownership Loan Program, and how many builds started using funding from this funding program failed to be built on time and on budget, and if over budget then by how much money (as a percentage), and if late then by how many months. Timeframe: January 1, 2017 - April 20, 2022",Yukon Housing Corporation,2022-04-26,granted_in_full,No,,OGL-Yukon-2.0,2022-05-24 09:21:55,2023-01-19 11:33:54,https://open.yukon.ca/22-0151
access-requests,22-0145,22-0145,"Average horn length, average of the circumference measurements (ie measurement at bases quarter 1, 2, 3) and average age of all Dall Sheep harvested over the last 10 years by game management zone/subzone. If its not possible to provide all of the various circumference measurements please just include the circumference of the base measurement. Timeframe: January 1, 2017 - December 1, 2021 

Additional Information:

*   The 10 years range should be between August 1, 2012 to October 1, 2021",Environment,2022-04-22,granted_in_full,No,,OGL-Yukon-2.0,2022-05-24 13:21:45,2024-02-06 20:47:06,https://open.yukon.ca/access-information/access-summary/22-0145
