schema_type,title,notes,tags,language,license_id,metadata_created,metadata_modified,update_frequency,custodian,internal_contact_name,internal_contact_email,homepage_url,spatial_coverage_locations,temporal_coverage_start_date,temporal_coverage_end_date,dkan_url_path
information,2012–13 Main estimates,"Main estimates for the Government of Yukon 2012–13 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2012, Whitehorse, Yukon.","publication,main estimates,2012,2012-13",,OGL-Yukon-2.0,2020-03-30 21:13:24,2022-03-31 18:13:11,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2012-03-01,2012-03-01,https://open.yukon.ca/information/publications/2012–13-main-estimates
information,2006–07 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2006–07 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2007, Whitehorse, Yukon.","publication,supplementary estimates 2,2006,2006-07",,OGL-Yukon-2.0,2020-03-30 21:13:56,2022-03-31 17:34:07,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2006-03-01,2006-03-01,https://open.yukon.ca/information/publications/2006–07-supplementary-estimates-no-2
information,2003–04 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2004, Whitehorse, Yukon.""","publication,supplementary estimates 2,2003,2003-04",,OGL-Yukon-2.0,2020-07-20 11:21:34,2022-03-31 17:23:05,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2004-03-01,2004-03-01,https://open.yukon.ca/information/publications/2003–04-supplementary-estimates-no-2
information,2001–02 Capital main estimates,"Capital main estimates for the Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. February 2001, Whitehorse, Yukon.","publication,capital main estimates,2001,2001-02",,OGL-Yukon-2.0,2020-03-30 21:15:01,2022-03-31 17:13:56,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2001-02-01,2001-02-01,https://open.yukon.ca/information/publications/2001–02-capital-main-estimates
information,2014–15 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2014–15 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2015, Whitehorse, Yukon.","publication,supplementary estimates 3,2014,2014-15",,OGL-Yukon-2.0,2020-03-30 21:15:01,2022-04-01 12:44:21,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2015-10-01,2015-10-01,https://open.yukon.ca/information/publications/2014–15-supplementary-estimates-no-3
information,2012–13 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2012–13 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2013, Whitehorse, Yukon.","publication,supplementary estimates 2,2012,2012-13",,OGL-Yukon-2.0,2020-03-30 21:15:49,2022-03-31 18:13:07,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2013-03-01,2013-03-01,https://open.yukon.ca/information/publications/2012–13-supplementary-estimates-no-2
information,2001–02 Public Accounts,"Public Accounts for the Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. September 2002, Whitehorse, Yukon.","publication,public accounts,2001,2001-02",,OGL-Yukon-2.0,2020-03-30 21:15:49,2023-12-01 12:16:25,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2002-09-01,2002-09-01,https://open.yukon.ca/information/publications/2001–02-public-accounts
information,2011–12 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. December 2011, Whitehorse, Yukon.","publication,supplementary estimates 1,2011,2011-12",,OGL-Yukon-2.0,2020-03-30 21:16:53,2022-03-31 18:10:44,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2011-12-01,2011-12-01,https://open.yukon.ca/information/publications/2011–12-supplementary-estimates-no-1
information,2017–18 Budget,"Government of Yukon 2017–18 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. April 2017, Whitehorse, Yukon.","publication,budget,2017,2017-18",,OGL-Yukon-2.0,2020-03-30 21:17:26,2022-10-02 14:49:18,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2017-04-01,2017-04-01,https://open.yukon.ca/information/publications/2017–18-budget
information,2005–06 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2005, Whitehorse, Yukon.","publication,supplementary estimates 1,2005,2005-06",,OGL-Yukon-2.0,2020-03-30 21:17:26,2022-03-31 17:30:50,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2005-10-01,2005-10-01,https://open.yukon.ca/information/publications/2005–06-supplementary-estimates-no-1
information,2003–04 Capital main estimates,"Capital main estimates for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. February 2003, Whitehorse, Yukon.","publication,capital main estimates,2003,2003-04",,OGL-Yukon-2.0,2020-03-30 21:18:14,2022-03-31 17:22:59,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2003-02-01,2003-02-01,https://open.yukon.ca/information/publications/2003–04-capital-main-estimates
information,2002–03 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2002–03 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. February 2003, Whitehorse, Yukon.","publication,supplementary estimates 1,2002,2002-03",,OGL-Yukon-2.0,2020-03-30 21:18:14,2022-03-31 17:16:55,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2003-02-01,2003-02-01,https://open.yukon.ca/information/publications/2002–03-supplementary-estimates-no-1
information,2017–18 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2017–18 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. March 2018, Whitehorse, Yukon.","publication,supplementary estimates 2,2017,2017-18",,OGL-Yukon-2.0,2020-07-20 11:24:45,2022-04-01 16:18:54,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2018-03-01,2018-03-01,https://open.yukon.ca/information/publications/2017–18-supplementary-estimates-no-2
information,2001–02 Operation and maintenance main estimates,"Operation and maintenance main estimates for the Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. February 2001, Whitehorse, Yukon.","publication,operation and maintenance main estimates,2001,2001-02",,OGL-Yukon-2.0,2020-03-30 21:19:03,2022-03-31 17:14:06,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2001-02-01,2001-02-01,https://open.yukon.ca/information/publications/2001–02-operation-and-maintenance-main-estimates
information,2008–09 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2008–09 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2009, Whitehorse, Yukon.","publication,supplementary estimates 2,2008,2008-09",,OGL-Yukon-2.0,2020-03-30 21:20:22,2022-03-31 17:59:36,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2009-03-01,2009-03-01,https://open.yukon.ca/information/publications/2008–09-supplementary-estimates-no-2
information,2009–10 Public Accounts,"Public Accounts for the Government of Yukon 2009–10 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2010, Whitehorse, Yukon.","publication,public accounts,2009,2009-10",,OGL-Yukon-2.0,2020-03-30 21:20:55,2023-12-01 11:58:36,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2010-10-01,2010-10-01,https://open.yukon.ca/information/publications/2009–10-public-accounts
information,2001–02 Budget,"Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. February 2001, Whitehorse, Yukon.","publication,budget,2001,2001-02",,OGL-Yukon-2.0,2020-03-30 21:20:55,2022-03-31 17:14:01,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2001-02-01,2001-02-01,https://open.yukon.ca/information/publications/2001–02-budget
information,2011–12 Capital main estimates,"Capital main estimates for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. February 2011, Whitehorse, Yukon.","publication,capital main estimates,2011,2011-12",,OGL-Yukon-2.0,2020-03-30 21:21:27,2022-03-31 18:10:47,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2011-02-01,2011-02-01,https://open.yukon.ca/information/publications/2011–12-capital-main-estimates
information,2004–05 Capital main estimates,"Capital main estimates for the Government of Yukon 2004–05 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2004, Whitehorse, Yukon.","publication,capital main estimates,2004,2004-05",,OGL-Yukon-2.0,2020-03-30 21:21:27,2022-03-31 17:26:36,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2004-03-01,2004-03-01,https://open.yukon.ca/information/publications/2004–05-capital-main-estimates
information,2010–11 Public Accounts,"Public Accounts for the Government of Yukon 2010–11 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2010, Whitehorse, Yukon.","publication,public accounts,2010,2010-11",,OGL-Yukon-2.0,2020-03-30 21:22:32,2023-12-01 11:57:04,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2010-10-01,2010-10-01,https://open.yukon.ca/information/publications/2010–11-public-accounts
information,2012–13 Public Accounts,"Public Accounts for the Government of Yukon 2012–13 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2013, Whitehorse, Yukon.","publication,public accounts,2012,2012-13",,OGL-Yukon-2.0,2020-03-30 21:22:32,2023-12-01 11:54:10,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2013-10-01,2013-10-01,https://open.yukon.ca/information/publications/2012–13-public-accounts
information,2007–08 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2007–08 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2008, Whitehorse, Yukon.","publication,supplementary estimates 2,2007,2007-08",,OGL-Yukon-2.0,2020-03-30 21:23:23,2022-03-31 17:37:55,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2008-03-01,2008-03-01,https://open.yukon.ca/information/publications/2007–08-supplementary-estimates-no-2
information,2006–07 Public Accounts,"Public Accounts for the Government of Yukon 2006–07 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2007, Whitehorse, Yukon.","publication,public accounts,2006,2006-07",,OGL-Yukon-2.0,2020-03-30 21:23:23,2023-12-01 12:08:31,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2007-10-01,2007-10-01,https://open.yukon.ca/information/publications/2006–07-public-accounts
information,2011–12 Public Accounts,"Public Accounts for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2012, Whitehorse, Yukon.","publication,public accounts,2011,2011-12",,OGL-Yukon-2.0,2020-03-30 21:24:24,2023-12-01 11:55:39,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2012-10-01,2012-10-01,https://open.yukon.ca/information/publications/2011–12-public-accounts
information,2014–15 Budget,"Government of Yukon 2014–15 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2014, Whitehorse, Yukon.","publication,budget,2014,2014-15",,OGL-Yukon-2.0,2020-03-30 21:24:24,2024-08-30 15:18:51,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2014-03-01,2014-03-01,https://open.yukon.ca/information/publications/2014–15-budget
information,2005–06 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2006, Whitehorse, Yukon.","publication,supplementary estimates 2,2005,2005-06",,OGL-Yukon-2.0,2020-03-30 21:24:56,2022-03-31 17:30:45,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2006-03-01,2006-03-01,https://open.yukon.ca/information/publications/2005–06-supplementary-estimates-no-2
information,2005–06 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. November 2006, Whitehorse, Yukon.","publication,supplementary estimates 3,2005,2005-06",,OGL-Yukon-2.0,2020-03-30 21:24:56,2022-03-31 17:30:41,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2006-11-01,2006-11-01,https://open.yukon.ca/information/publications/2005–06-supplementary-estimates-no-3
information,2015–16 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2015–16 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. April 2016, Whitehorse, Yukon.","publication,supplementary estimates 2,2015,2015-16",,OGL-Yukon-2.0,2020-03-30 21:25:44,2022-04-01 12:49:20,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2016-04-01,2016-04-01,https://open.yukon.ca/information/publications/2015–16-supplementary-estimates-no-2
information,2013–14 Public Accounts,"Public Accounts for the Government of Yukon 2013–14 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2014, Whitehorse, Yukon.","publication,public accounts,2013,2013-14",,OGL-Yukon-2.0,2020-03-30 21:25:44,2023-12-01 11:25:51,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2014-10-01,2014-10-01,https://open.yukon.ca/information/publications/2013–14-public-accounts
information,2014–15 Public Accounts,"Public Accounts for the Government of Yukon 2014–15 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2015, Whitehorse, Yukon.","publication,public accounts,2014,2014-15",,OGL-Yukon-2.0,2020-03-30 21:26:49,2023-12-01 11:17:52,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2015-10-01,2015-10-01,https://open.yukon.ca/information/publications/2014–15-public-accounts
information,2000–01 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2000–01 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. October 2001, Whitehorse, Yukon.","publication,supplementary estimates 3,2000,2000-01",,OGL-Yukon-2.0,2020-03-30 21:26:49,2022-03-31 17:04:08,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2001-10-01,2001-10-01,https://open.yukon.ca/information/publications/2000–01-supplementary-estimates-no-3
information,2001–02 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. October 2001, Whitehorse, Yukon.","publication,supplementary estimates 1,2001,2001-02",,OGL-Yukon-2.0,2020-03-30 21:27:37,2022-03-31 17:14:10,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2001-10-01,2001-10-01,https://open.yukon.ca/information/publications/2001–02-supplementary-estimates-no-1
information,2004–05 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2004–05 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2004, Whitehorse, Yukon.","publication,supplementary estimates 1,2004,2004-05",,OGL-Yukon-2.0,2020-03-30 21:27:37,2022-03-31 17:26:47,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2004-10-01,2004-10-01,https://open.yukon.ca/information/publications/2004–05-supplementary-estimates-no-1
information,2018–19 Public Accounts,"Public Accounts for the Government of Yukon 2018–19 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. October 2019, Whitehorse, Yukon.","publication,public accounts,2018,2018-19",,OGL-Yukon-2.0,2020-03-30 21:28:41,2023-08-25 08:24:48,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2019-10-01,2019-10-01,https://open.yukon.ca/information/publications/2018–19-public-accounts
information,2004–05 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2004–05 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2005, Whitehorse, Yukon.","publication,supplementary estimates 2,2004,2004-05",,OGL-Yukon-2.0,2020-03-30 21:29:13,2022-03-31 17:26:42,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2005-03-01,2005-03-01,https://open.yukon.ca/information/publications/2004–05-supplementary-estimates-no-2
information,2009–10 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2009–10 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2009, Whitehorse, Yukon.","publication,supplementary estimates 1,2009,2009-10",,OGL-Yukon-2.0,2020-03-30 21:29:13,2022-03-31 18:03:06,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2009-10-01,2009-10-01,https://open.yukon.ca/information/publications/2009–10-supplementary-estimates-no-1
information,2018–19 Main estimates,"Main estimates for the Government of Yukon 2018-19 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. March 2018, Whitehorse, Yukon.","publication,main estimates,2018,2018-19",,OGL-Yukon-2.0,2021-03-04 09:21:56,2022-10-27 00:43:05,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2018-03-01,2018-03-01,https://open.yukon.ca/information/publications/2018–19-main-estimates
information,2007–08 Budget,"Government of Yukon 2007–08 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. April 2007, Whitehorse, Yukon.","publication,budget,2007,2007-08",,OGL-Yukon-2.0,2020-03-30 21:30:50,2022-03-31 17:38:00,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2007-04-01,2007-04-01,https://open.yukon.ca/information/publications/2007–08-budget
information,2011–12 Budget,"Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. February 2011, Whitehorse, Yukon.","publication,budget,2011,2011-12",,OGL-Yukon-2.0,2020-03-30 21:30:50,2022-10-02 14:36:32,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2011-02-01,2011-02-01,https://open.yukon.ca/information/publications/2011–12-budget
information,2005–06 Public Accounts,"Public Accounts for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. November 2006, Whitehorse, Yukon.","publication,public accounts,2005,2005-06",,OGL-Yukon-2.0,2020-03-30 21:30:50,2023-12-01 12:11:12,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2006-11-01,2006-11-01,https://open.yukon.ca/information/publications/2005–06-public-accounts
information,2013–14 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2013–14 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2014, Whitehorse, Yukon.","publication,supplementary estimates 2,2013,2013-14",,OGL-Yukon-2.0,2020-03-30 21:31:38,2022-04-01 12:41:12,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2014-03-01,2014-03-01,https://open.yukon.ca/information/publications/2013–14-supplementary-estimates-no-2
information,2015–16 Budget,"Government of Yukon 2015–16 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. April 2015, Whitehorse, Yukon.","publication,budget,2015,2015-16",,OGL-Yukon-2.0,2020-03-30 21:31:38,2023-01-06 09:05:28,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2015-04-01,2015-04-01,https://open.yukon.ca/information/publications/2015–16-budget
information,2008–09 Operation and maintenance main estimates,"Operation and maintenance main estimates for the Government of Yukon 2008–09 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2008, Whitehorse, Yukon.","publication,operation and maintenance main estimates,2008,2008-09",,OGL-Yukon-2.0,2020-03-30 21:32:10,2022-03-31 18:00:21,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2008-03-01,2008-03-01,https://open.yukon.ca/information/publications/2008–09-operation-and-maintenance-main-estimates
information,2015–16 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2015–16 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2015, Whitehorse, Yukon.","publication,supplementary estimates 1,2015,2015-16",,OGL-Yukon-2.0,2020-03-30 21:32:10,2022-04-01 12:49:41,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2015-10-01,2015-10-01,https://open.yukon.ca/information/publications/2015–16-supplementary-estimates-no-1
information,2003–04 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2003, Whitehorse, Yukon.","publication,supplementary estimates 1,2003,2003-04",,OGL-Yukon-2.0,2020-03-30 21:32:10,2022-03-31 17:23:17,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2003-10-01,2003-10-01,https://open.yukon.ca/information/publications/2003–04-supplementary-estimates-no-1
information,2004–05 Public Accounts,"Public Accounts for the Government of Yukon 2004–05 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2005, Whitehorse, Yukon.","publication,2004,2004-05",,OGL-Yukon-2.0,2020-03-30 21:32:58,2023-12-01 12:11:55,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2005-10-01,2005-10-01,https://open.yukon.ca/information/publications/2004–05-public-accounts
information,2003–04 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2004, Whitehorse, Yukon.","publication,supplementary estimates 3,2003,2003-04",,OGL-Yukon-2.0,2020-03-30 21:32:58,2022-03-31 17:23:12,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2003-10-01,2003-10-01,https://open.yukon.ca/information/publications/2003–04-supplementary-estimates-no-3
information,2014–15 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2014–15 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. April 2015, Whitehorse, Yukon.","publication,supplementary estimates 2,2014,2014-15",,OGL-Yukon-2.0,2020-03-30 21:33:47,2022-04-01 12:44:31,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2015-04-01,2015-04-01,https://open.yukon.ca/information/publications/2014–15-supplementary-estimates-no-2
information,2007–08 Public Accounts,"Public Accounts for the Government of Yukon 2007–08 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2008, Whitehorse, Yukon.","publication,public accounts,2007,2007-08",,OGL-Yukon-2.0,2020-03-30 21:33:47,2023-12-01 12:07:21,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2008-03-01,2008-03-01,https://open.yukon.ca/information/publications/2007–08-public-accounts
information,2016–17 Public Accounts,"Public Accounts for the Government of Yukon 2016–17 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. October 2017, Whitehorse, Yukon.","publication,public accounts,2016,2016-17",,OGL-Yukon-2.0,2020-03-30 21:34:51,2023-12-01 11:07:17,ad_hoc,Finance,Communications Advisor,misha.donohoe@gov.yk.ca,https://yukon.ca/budget,Yukon,2017-10-01,2017-10-01,https://open.yukon.ca/information/publications/2016–17-public-accounts
