schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,2013–14 Budget,"Government of Yukon 2013–14 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2013, Whitehorse, Yukon.",Government and politics,"2013,2013-14,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2013-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:40:45,2025-05-16 11:36:45,https://open.yukon.ca/information/publications/2013–14-budget,37163
information,2008–09 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2008–09 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2009, Whitehorse, Yukon.",Government and politics,"2008,2008-09,publication,supplementary estimates 3",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2009-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:40:45,2022-03-31 17:59:27,https://open.yukon.ca/information/publications/2008–09-supplementary-estimates-no-3,37168
information,2002–03 Public Accounts,"Public Accounts for the Government of Yukon 2002–03 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2003, Whitehorse, Yukon.",Government and politics,"2002,2002-03,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2003-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:41:33,2025-05-16 11:29:51,https://open.yukon.ca/information/publications/2002–03-public-accounts,37183
information,2006–07 Supplementary estimates no. 3,"Supplementary estimates no. 3 for the Government of Yukon 2006–07 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2007, Whitehorse, Yukon.",Government and politics,"2006,2006-07,publication,supplementary estimates 3",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2007-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:42:06,2022-03-31 17:34:13,https://open.yukon.ca/information/publications/2006–07-supplementary-estimates-no-3,37212
information,2010–11 Capital main estimates,"Capital main estimates for the Government of Yukon 2010–11 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2010, Whitehorse, Yukon.",Government and politics,"2010,2010-11,capital main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2010-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:42:06,2023-11-29 16:10:04,https://open.yukon.ca/information/publications/2010–11-capital-main-estimates,37224
information,2013–14 Main estimates,"Main estimates for the Government of Yukon 2013–14 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2013, Whitehorse, Yukon.",Government and politics,"2013,2013-14,main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2013-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:42:54,2022-04-01 12:41:04,https://open.yukon.ca/information/publications/2013–14-main-estimates,37249
information,2009–10 Operation and maintenance main estimates,"Operation and maintenance main estimates for the Government of Yukon 2009–10 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2009, Whitehorse, Yukon.",Government and politics,"2009,2009-10,operation and maintenance main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2009-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:43:42,2022-03-31 18:03:55,https://open.yukon.ca/information/publications/2009–10-operation-and-maintenance-main-estimates,37286
information,2010–11 Budget,"Government of Yukon 2010–11 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2010, Whitehorse, Yukon.",Government and politics,"2010,2010-11,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2010-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:44:30,2025-05-16 11:35:50,https://open.yukon.ca/information/publications/2010–11-budget,37320
information,2002–03 Capital main estimates,"Capital main estimates for the Government of Yukon 2002–03 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. April 2002, Whitehorse, Yukon.",Government and politics,"2002,2002-03,capital main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2002-04-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:44:30,2022-03-31 17:16:45,https://open.yukon.ca/information/publications/2002–03-capital-main-estimates,37325
information,2012–13 Budget,"Government of Yukon 2012–13 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2012, Whitehorse, Yukon.",Government and politics,"2012,2012-13,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2012-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:45:03,2025-05-16 11:36:17,https://open.yukon.ca/information/publications/2012–13-budget,37347
information,2006–07 Budget,"Government of Yukon 2006–07 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2006, Whitehorse, Yukon.",Government and politics,"2006,2006-07,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2006-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:45:03,2025-05-16 11:33:00,https://open.yukon.ca/information/publications/2006–07-budget,37352
information,2003–04 Public Accounts,"Public Accounts for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2004, Whitehorse, Yukon.",Government and politics,"2003,2003-04,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2004-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:45:03,2025-05-16 11:30:14,https://open.yukon.ca/information/publications/2003–04-public-accounts,37357
information,2017–18 Public Accounts,"Public Accounts for the Government of Yukon 2017–18 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. October 2018, Whitehorse, Yukon.",Government and politics,"2017,2017-18,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2018-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-07-20 11:27:26,2025-05-16 11:39:02,https://open.yukon.ca/information/publications/2017–18-public-accounts,37386
information,News releases 2011,All 2011 news releases,Information and communications,"2011,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:15:45,2021-07-06 16:48:11,https://open.yukon.ca/information/publications/news-releases-2011,38968
information,News releases 2013,All 2013 news releases,Information and communications,"2013,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:19:35,2021-07-06 16:48:11,https://open.yukon.ca/information/publications/news-releases-2013,39279
information,News releases 2010,All 2010 news releases,Information and communications,"2010,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:24:35,2021-07-06 16:48:11,https://open.yukon.ca/information/publications/news-releases-2010,39708
information,News releases 2009,All 2009 news releases,Information and communications,"2009,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:32:37,2024-03-12 12:24:08,https://open.yukon.ca/information/publications/news-releases-2009,40028
information,News releases 2016,All 2016 news releases,Information and communications,"2016,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:40:03,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/news-releases-2016,40386
information,News releases 2015,All 2015 news releases,Information and communications,"2015,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 16:49:06,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/news-releases-2015,40855
information,News releases 2012,All 2012 news releases,Information and communications,"2012,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 17:04:24,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/news-releases-2012,41598
information,News releases 2017,All 2017 news releases,Information and communications,"2017,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 17:13:35,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/news-releases-2017,41982
information,News releases 2014,All 2014 news releases,Information and communications,"2014,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_50. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,organizational_responsibilities_and_functions,2020-03-27 17:22:49,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/news-releases-2014,42399
information,Communiqués de presse 2011,Tous les communiqués de 2011 sont publiés à l’adresse,Information and communications,"2011,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:27:35,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2011,42822
information,Communiqués de presse 2013,Tous les communiqués de 2013 sont publiés à l’adresse,Information and communications,"2013,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-06-29 12:21:39,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2013,43152
information,Communiqués de presse 2010,Tous les communiqués de 2010 sont publiés à l’adresse,Information and communications,"2010,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:32:45,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2010,43320
information,Communiqués de presse 2009,Tous les communiqués de 2009 sont publiés à l’adresse,Information and communications,"2009,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:32:45,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2009,43351
information,Communiqués de presse 2016,Tous les communiqués de 2016 sont publiés à l’adresse,Information and communications,"2016,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:34:06,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2016,43417
information,Communiqués de presse 2015,Tous les communiqués de 2015 sont publiés à l’adresse,Information and communications,"2015,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:38:55,2021-07-30 09:28:37,https://open.yukon.ca/information/publications/communiqués-de-presse-2015,43797
information,Communiqués de presse 2014,Tous les communiqués de 2014 sont publiés à l’adresse,Information and communications,"2014,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:44:00,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2014,44204
information,Communiqués de presse 2012,Tous les communiqués de 2012 sont publiés à l’adresse,Information and communications,"2012,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 17:48:34,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2012,44528
information,Communiqués de presse 2017,Tous les communiqués de 2017 sont publiés à l’adresse,Information and communications,"2017,news release,publications",ECO Info,ecoinfo@gov.yk.ca.,Executive Council Office,Executive Council Office,,Harvest source: ECO_53. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-06-29 12:52:34,2021-07-06 17:05:01,https://open.yukon.ca/information/publications/communiqués-de-presse-2017,44794
information,Registered Trapping Concessions,"A series of 1:250,000 scale maps depicting Registered Trapping Concessions on a standard topographic base, organized by NTS sheet.
Map ID: ENV.RTC",Nature and environment,"map,publication,topographic",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:47:26,2020-03-30 19:47:26,https://open.yukon.ca/information/publications/registered-trapping-concessions,45959
information,Watersheds,"Major Drainage Areas of the Yukon Territory, 1:2,500,000",Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:47:26,2020-03-30 19:47:26,https://open.yukon.ca/information/publications/watersheds,46006
information,Campgrounds,Yukon Government Campgrounds: index to the government run campgrounds across the territory.,Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:48:02,2020-03-30 19:48:02,https://open.yukon.ca/information/publications/campgrounds,46008
information,Other environment maps,Maps which don't fit any of the other categories.,Nature and environment,"map,publication",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:48:02,2020-03-30 19:48:02,https://open.yukon.ca/information/publications/other-environment-maps,46010
information,Caribou Herd Ranges,Overview of the 24 caribou herds within Yukon.,Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,english,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-03-30 19:48:02,2020-03-30 19:48:02,https://open.yukon.ca/information/publications/caribou-herd-ranges,46015
information,Ecoregions,Terrestrial Ecozones and Regions of the Yukon.,Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:48:02,2020-03-30 19:48:02,https://open.yukon.ca/information/publications/ecoregions,46017
information,Outfitting Concessions,"Outfitting Concessions (OCs) which are also known as Outfitting Areas, are legal boundaries that define an area where the holder of the concession has the exclusive right to outfit non-residents for the purpose of hunting big game animals (excepting special guide licences). This dataset includes PDF maps of Outfitting Concessions, geospatial data can be found in the [Outfitting Concessions - 250k](https://open.yukon.ca/data/datasets/outfitting-concessions-250k) dataset.
",Nature and environment,"map,outfitting,publication",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,,,2020-03-30 19:48:02,2020-03-30 19:48:02,https://open.yukon.ca/information/publications/outfitting-concessions,46020
information,Administrative Boundaries,"1:250,000 scale topographic maps with overlays of Game Management Subzones, Outfitting Concessions, Parks & Protected Areas. Also known as ""All-Dressed"" maps.
Map ID: ENV.ADM",Nature and environment,"map,publication,topographic",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:48:35,2020-03-30 19:48:35,https://open.yukon.ca/information/publications/administrative-boundaries,46037
information,Hunting maps,Maps designed for hunting.,Nature and environment,"hunting,map,publication",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-07-09 11:04:55,2020-07-09 11:04:55,https://open.yukon.ca/information/publications/hunting-maps,46084
information,Hunting Permits,Areas which require a permit to hunt in (Permit Hunt Authorization).,Nature and environment,"caribou,elk,hunting,map,moose",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,,,2020-03-30 19:49:22,2020-03-30 19:49:22,https://open.yukon.ca/information/publications/hunting-permits,46095
information,Administrative Boundaries - Yukon Wide,Administrative boundary maps spanning the entire territory.,Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:49:22,2020-03-30 19:49:22,https://open.yukon.ca/information/publications/administrative-boundaries-yukon-wide,46101
information,Parks and Protected Areas,"Areas which have been set aside for conservation management purposes. These areas include (but are not limited to) National Parks, Territorial Parks, and Special Management Areas established under the Yukon First Nations Final Agreements.

*Related: [Campgrounds][0]*

[0]: https://open.yukon.ca/information/publications/campgrounds",Nature and environment,"map,parks,protected,publication",Environment Geomatics Unit,env-gis-unit@yukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:49:22,2020-03-30 19:49:22,https://open.yukon.ca/information/publications/parks-and-protected-areas,46108
information,First Nation Traditional Territories Wallmap,"A Traditional Territory is an area of the Yukon that the people of a First Nation have traditionally used. A First Nation does not own its Traditional Territory, but the First Nation and its beneficiaries have a number of rights within their Traditional Territory, both on and off of Settlement Land.",Nature and environment,"map,publication,wallmap",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 19:49:22,2020-03-30 19:49:22,https://open.yukon.ca/information/publications/first-nation-traditional-territories-wallmap,46124
information,Aishihik Wood Bison - Areas of concentration,Biological and ecological information about wood bison in Yukon. May be of use to bison hunters.,Nature and environment,"bison,hunting,map,publication",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-03-30 19:52:52,2020-03-30 19:52:52,https://open.yukon.ca/information/publications/aishihik-wood-bison-areas-concentration,46300
information,First Nations Traditional Territories,"A Traditional Territory is an area of the Yukon that the people of a First Nation have traditionally used. A First Nation does not own its Traditional Territory, but the First Nation and its beneficiaries have a number of rights within their Traditional Territory, both on and off of Settlement Land.",Nature and environment,"first nations,map,publication",Environment Maps,maps@environmentyukon.ca,Environment,Environment,,Harvest source: Environment_48. Harvest source modified: 1969-12-31 16:00:00. ,english,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-03-30 19:52:52,2020-03-30 19:52:52,https://open.yukon.ca/information/publications/first-nations-traditional-territories,46327
information,Hunting - Bison,Areas and rules that affect bison hunters.,Nature and environment,"bison,hunting,map,publication",ENV Fish and Wildlife Branch,fish.wildlife@yukon.ca,Environment,ENV - Wildlife,,,english,OGL-Yukon-2.0,,,2020-04-23 03:52:40,2025-05-13 18:44:43,https://open.yukon.ca/information/publications/hunting-bison,48864
information,Yukon wall map,"Wall map of the Yukon Territory at 1:1,000,000 (42""x 49"").",,map,Michal Wojcik,Michal.Wojcik@yukon.ca,Environment,Communications Advisor,,,english,OGL-Yukon-2.0,,,2020-04-23 09:23:30,2022-04-26 16:07:38,https://open.yukon.ca/information/publications/yukon-wall-map,48869
information,Plans and Reports - Birds,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:32:43,2020-07-08 15:32:43,https://open.yukon.ca/information/publications/plans-and-reports-birds,48919
information,Plans and Reports - Parks and Protected Areas,Plans and reports from the Department of Environment,Nature and environment,"plan,protected,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:32:43,2020-07-08 15:32:43,https://open.yukon.ca/information/publications/plans-and-reports-parks-and-protected-areas,48922
information,Plans and Reports - Climate Change,Plans and reports from the Department of Environment,Nature and environment,"climate change,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:34:14,2020-07-08 15:34:14,https://open.yukon.ca/information/publications/plans-and-reports-climate-change,48939
information,Plans and Reports - Environment Yukon Strategic Plan,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:35:25,2020-07-08 15:35:25,https://open.yukon.ca/information/publications/plans-and-reports-environment-yukon-strategic-plan,48951
information,Plans and Reports - Bonnett Plume Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:35:25,2020-07-08 15:35:25,https://open.yukon.ca/information/publications/plans-and-reports-bonnett-plume-caribou,48953
information,Plans and Reports - Impact Studies,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:35:25,2020-07-08 15:35:25,https://open.yukon.ca/information/publications/plans-and-reports-impact-studies,48955
information,Plans and Reports - Plants,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:36:58,2020-07-08 15:36:58,https://open.yukon.ca/information/publications/plans-and-reports-plants,48958
information,Plans and Reports - Sheep and Goats,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:36:58,2020-07-08 15:36:58,https://open.yukon.ca/information/publications/plans-and-reports-sheep-and-goats,48961
information,Plans and Reports - Porcupine Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:38:39,2020-07-08 15:38:39,https://open.yukon.ca/information/publications/plans-and-reports-porcupine-caribou,48970
information,Plans and Reports - Animal Health,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:38:39,2020-07-08 15:38:39,https://open.yukon.ca/information/publications/plans-and-reports-animal-health,48974
information,Plans and Reports - Air,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:39:51,2020-07-08 15:39:51,https://open.yukon.ca/information/publications/plans-and-reports-air,48977
information,Plans and Reports - Bison,Plans and reports from the Department of Environment,Nature and environment,"bison,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:42:32,2020-07-08 15:42:32,https://open.yukon.ca/information/publications/plans-and-reports-bison,48979
information,Plans and Reports - Heritage Rivers,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:46:24,2020-07-08 15:46:24,https://open.yukon.ca/information/publications/plans-and-reports-heritage-rivers,48987
